Course Subject Short Nm,Course Number,Course Title Nm,Offering Type Desc,Instructional Format Nm,Offerings Cnt,Offerings Cnt Prior Yr,Offerings Cnt EOT Prior Yr,Enrollment Limit,Enrollment Limit Prior Yr,Enrollment Cnt ,Rejected Student Cnt,Rejected Student Cnt Prior Yr,Enrollment Cnt Prior Yr,Enrollment Cnt EOT Prior Yr,% Class Filled,% Class Filled Prior Yr,Waitlist Cnt,Waitlist Cnt Prior Yr,Waitlist Limit Cnt,Waitlist Limit Cnt Prior Yr,Avg Class Size,Avg Class Size Prior Yr,Crse at Capacity Cnt,Crse at Capacity Cnt Prior Yr
English,143N,Prose Nonfiction,Primary,Lecture,1,,,28,,9,10,,,,32.1428571428571,,0,,0,,9,,0,
English,161,Int To Lit Theory,Primary,Lecture,1,,,25,,25,35,,,,100,,0,,0,,25,,1,
English,165,Special Topics,Primary,Seminar,,2,2,,45,,,42,45,45,,100,,0,,0,,22.5,,2
English,165,Special Topics,Primary,Seminar,9,,,180,,180,181,,,,100,,6,,6,,20,,9,
English,166,Special Topics,Primary,Lecture,,3,3,,117,,,87,114,114,,97.4358974358974,,0,,0,,38,,1
English,166,Special Topics,Primary,Lecture,1,,,20,,17,11,,,,85,,0,,0,,17,,0,
English,170,Lit & The Arts,Primary,Lecture,1,,,45,,45,59,,,,100,,3,,3,,45,,1,
English,172,Lit & Psych,Primary,Lecture,1,,,24,,24,61,,,,100,,0,,0,,24,,1,
English,173,Lang/Lit Of Films,Primary,Lecture,1,,,40,,41,57,,,,102.5,,1,,1,,41,,1,
English,174,Lit & History,Primary,Lecture,,1,1,,32,,,30,32,31,,100,,0,,0,,32,,1
English,176,Lit & Pop Culture,Primary,Lecture,,0,0,,0,,,9,0,0,,,,0,,0,,,,0
English,177,Lit & Philosoph,Primary,Lecture,1,,,42,,42,53,,,,100,,0,,0,,42,,1,
English,179,Lit And Linguistics,Primary,Lecture,,1,1,,29,,,6,29,27,,100,,0,,0,,29,,1
English,180A,Autobiography,Primary,Lecture,,1,1,,45,,,24,45,45,,100,,0,,0,,45,,1
English,180A,Autobiography,Primary,Lecture,1,,,45,,45,26,,,,100,,0,,0,,45,,1,
English,180E,Epic,Primary,Lecture,1,,,91,,91,47,,,,100,,0,,0,,91,,1,
English,180H,Short Story,Primary,Lecture,,1,1,,60,,,48,60,60,,100,,0,,0,,60,,1
English,180N,The Novel,Primary,Lecture,,1,1,,18,,,4,18,18,,100,,1,,1,,18,,1
English,180N,The Novel,Primary,Lecture,1,,,44,,44,55,,,,100,,0,,0,,44,,1,
English,180Z,Science Fiction,Primary,Lecture,,1,1,,58,,,57,58,58,,100,,0,,0,,58,,1
English,180Z,Science Fiction,Primary,Lecture,0,,,35,,0,35,,,,0,,0,,14,,,,0,
English,190,Research Seminar,Primary,Seminar,,10,10,,192,,,86,187,186,,97.3958333333333,,0,,0,,18.7,,7
English,190,Research Seminar,Primary,Seminar,12,,,198,,188,106,,,,94.949494949495,,0,,0,,15.6666666666667,,11,
English,H195B,Honors Course,Primary,Lecture,,2,2,,52,,,1,33,33,,63.4615384615385,,0,,0,,16.5,,0
English,H195B,Honors Course,Primary,Lecture,2,,,44,,24,0,,,,54.5454545454545,,0,,0,,12,,0,
English,198,Directed Group Stdy,Primary,Directed Group Study,,10,10,,360,,,0,165,163,,45.8333333333333,,0,,0,,16.5,,1
English,198,Directed Group Stdy,Primary,Directed Group Study,12,,,481,,195,0,,,,40.5405405405405,,0,,0,,16.25,,1,
English,198BC,Directed Group Stud,Primary,Directed Group Study,,9,9,,174,,,58,174,175,,100,,0,,0,,19.3333333333333,,9
English,198BC,Directed Group Stud,Primary,Directed Group Study,9,,,164,,162,165,,,,98.7804878048781,,1,,4,,18,,7,
English,202,History/Lit Crit,Primary,Lecture,1,,,15,,9,8,,,,60,,0,,5,,9,,0,
English,203,Graduate Readings,Primary,Lecture,,4,4,,58,,,7,24,24,,41.3793103448276,,0,,0,,6,,0
English,203,Graduate Readings,Primary,Lecture,4,,,54,,23,19,,,,42.5925925925926,,0,,15,,5.75,,0,
English,205B,Old English,Primary,Lecture,1,,,14,,11,2,,,,78.5714285714286,,0,,5,,11,,0,
English,243A,Fiction Workshop,Primary,Lecture,,1,1,,28,,,4,11,11,,39.2857142857143,,0,,0,,11,,0
English,243B,Poetry Workshop,Primary,Lecture,,1,1,,28,,,2,7,6,,25,,0,,0,,7,,0
English,243B,Poetry Workshop,Primary,Lecture,1,,,15,,6,3,,,,40,,0,,0,,6,,0,
English,243N,Pr Nonfic Wr Wkshp,Primary,Lecture,0,,,15,,0,0,,,,0,,0,,0,,,,0,
English,246D,Grad-Pro-Seminars,Primary,Lecture,,1,1,,14,,,6,10,10,,71.4285714285714,,0,,0,,10,,0
English,246F,Grad Pro-Seminars,Primary,Lecture,1,,,15,,9,3,,,,60,,0,,5,,9,,0,
English,246G,Grad Pro-Seminars,Primary,Lecture,,1,1,,15,,,5,12,8,,80,,0,,0,,12,,0
English,246I,Grad Pro-Seminars,Primary,Lecture,,1,1,,15,,,5,6,6,,40,,0,,0,,6,,0
English,250,Research Seminars,Primary,Seminar,,2,2,,33,,,23,16,14,,48.4848484848485,,0,,0,,8,,0
English,250,Research Seminars,Primary,Seminar,4,,,35,,26,30,,,,74.2857142857143,,0,,11,,6.5,,2,
English,310,Field Studies,Primary,Field Work,,1,1,,30,,,0,2,2,,6.66666666666667,,0,,0,,2,,0
English,310,Field Studies,Primary,Field Work,0,,,30,,0,0,,,,0,,0,,0,,,,0,
