Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,14,,,28435,Mark Goble,,English,132,001,A,Letter Grade,A,American Novel
2,15,,,28450,Greil Marcus; Kathleen Moran,,English,C136,001,A,Letter Grade,A,American Studies
2,14,,,28468,R Gonzalez,,English,137T,001,A,Letter Grade,A,Topics Chic Lit/Cul
2,11,,,28471,Poulomi Saha,,English,138,001,A,Letter Grade,A,Stud Wor Lit Eng
2,11,,,28480,Georgina Kleege,,English,143A,002,A,Letter Grade,A,Short Fiction
2,17,,,28483,Genaro Padilla; Joyce Carol Smith,,English,143A,003,A,Letter Grade,A,Short Fiction
2,9,,,28486,John Shoptaw,,English,143B,001,A,Letter Grade,A,Verse
2,10,,,28489,Anna Moschovakis,,English,143B,002,A,Letter Grade,A,Verse
2,5,,,28495,Celeste Langan,,English,161,001,A,Letter Grade,A,Int To Lit Theory
2,2,,,28498,Marcos Garcia,,English,165,001,A,Letter Grade,A,Special Topics
2,9,,,28501,Geoffrey O'Brien,,English,165,002,A,Letter Grade,A,Special Topics
2,6,,,28504,Joseph Lavery,,English,165,003,A,Letter Grade,A,Special Topics
2,4,,,28510,Steven Goldsmith,,English,165,005,A,Letter Grade,A,Special Topics
2,5,,,28513,Joshua Weiner,,English,165,006,A,Letter Grade,A,Special Topics
2,5,,,28516,George Starr,,English,165,007,A,Letter Grade,A,Special Topics
2,8,,,28519,Samia Rahimtoola; Susan Schweik,,English,165,008,A,Letter Grade,A,Special Topics
2,3,,,28521,David Landreth,,English,165,009,A,Letter Grade,A,Special Topics
2,4,,,28522,Elizabeth Honig,,English,166,002,A,Letter Grade,A,Special Topics
2,14,,,28531,Eric Falci,,English,170,001,A,Letter Grade,A,Lit & The Arts
2,2,,,28534,Joshua Gang,,English,172,001,A,Letter Grade,A,Lit & Psych
2,14,,,28537,D Miller,,English,173,001,A,Letter Grade,A,Lang/Lit Of Films
2,1,,,28543,Dora Zhang,,English,177,001,A,Letter Grade,A,Lit & Philosoph
2,5,,,28546,Georgina Kleege,,English,180A,001,A,Letter Grade,A,Autobiography
2,8,,,28552,Dorothy Hale,,English,180N,001,A,Letter Grade,A,The Novel
2,7,,,28558,Mark Goble,,English,190,001,A,Letter Grade,A,Research Seminar
2,6,,,28561,Mark Danner,,English,190,002,A,Letter Grade,A,Research Seminar
2,7,,,28564,Mitchell Breitwieser,,English,190,003,A,Letter Grade,A,Research Seminar
2,5,,,28567,Nadia Ellis,,English,190,004,A,Letter Grade,A,Research Seminar
2,11,,,28570,Eric Falci,,English,190,005,A,Letter Grade,A,Research Seminar
2,5,,,28573,Jeffrey Knapp,,English,190,006,A,Letter Grade,A,Research Seminar
2,7,,,28576,Catherine Flynn,,English,190,007,A,Letter Grade,A,Research Seminar
2,8,,,28579,Rebecca Gaydos,,English,190,008,A,Letter Grade,A,Research Seminar
2,5,,,28582,Chad Crosson,,English,190,009,A,Letter Grade,A,Research Seminar
2,3,,,28591,George Starr,,English,190,012,A,Letter Grade,A,Research Seminar
2,2,,,28594,Anne-Lise Francois,,English,190,013,A,Letter Grade,A,Research Seminar
2,9,,,28597,Samuel Otter,,English,H195B,001,A,Letter Grade,A,Honors Course
2,8,,,28600,Scott Saul,,English,H195B,002,A,Letter Grade,A,Honors Course
2,7,,,28768,Victoria Kahn,,English,202,001,A,Letter Grade,A,History/Lit Crit
2,2,,,28771,Ian Duncan,,English,203,001,A,Letter Grade,A,Graduate Readings
2,7,,,28774,Steven Goldsmith,,English,203,002,A,Letter Grade,A,Graduate Readings
2,1,,,28777,David Landreth,,English,203,003,A,Letter Grade,A,Graduate Readings
2,3,,,28780,Poulomi Saha,,English,203,004,A,Letter Grade,A,Graduate Readings
2,8,,,28783,Emily Thornbury,,English,205B,001,A,Letter Grade,A,Old English
2,5,,,28786,Geoffrey O'Brien,,English,243B,001,A,Letter Grade,A,Poetry Workshop
2,4,,,28792,Janet Sorensen,,English,246F,001,A,Letter Grade,A,Grad Pro-Seminars
2,2,,,28795,R Gonzalez,,English,250,001,A,Letter Grade,A,Research Seminars
2,4,,,28798,Stephen Best,,English,250,002,A,Letter Grade,A,Research Seminars
2,5,,,28801,Katherine Snyder,,English,250,003,A,Letter Grade,A,Research Seminars
2,1,,,28846,Anne-Lise Francois,,English,298,014,A,Letter Grade,A,Special Studies
2,1,,,28903,Joseph Lavery,,English,298,033,A,Letter Grade,A,Special Studies
2,1,,,28984,Dora Zhang,,English,298,060,A,Letter Grade,A,Special Studies
3,6,,,28153,Jason Trevino; Katherine Snyder,,English,R1A,001,A,Letter Grade,A-,Reading And Comp
3,2,,,28156,Frank Cruz; Katherine Snyder,,English,R1A,002,A,Letter Grade,A-,Reading And Comp
3,5,,,28159,Gabriella Wyatt; Katherine Snyder,,English,R1A,003,A,Letter Grade,A-,Reading And Comp
3,3,,,28162,Evan Wilson; Katherine Snyder,,English,R1A,004,A,Letter Grade,A-,Reading And Comp
3,4,,,28165,Katherine Snyder; Timothy Heimlich,,English,R1A,005,A,Letter Grade,A-,Reading And Comp
3,5,,,28168,Adrian Acu; Katherine Snyder,,English,R1A,006,A,Letter Grade,A-,Reading And Comp
3,8,,,28171,Allison Neal; Katherine Snyder,,English,R1A,007,A,Letter Grade,A-,Reading And Comp
3,6,,,28174,Katherine Snyder; Tyleen Kelly,,English,R1A,008,A,Letter Grade,A-,Reading And Comp
3,3,,,28177,Joseph Albernaz; Katherine Snyder,,English,R1B,001,A,Letter Grade,A-,Reading And Comp
3,2,,,28180,Irene Yoon; Katherine Snyder,,English,R1B,002,A,Letter Grade,A-,Reading And Comp
3,3,,,28186,Katherine Snyder; Rebecca Clark,,English,R1B,004,A,Letter Grade,A-,Reading And Comp
3,4,,,28189,Ismail Muhammad; Katherine Snyder,,English,R1B,005,A,Letter Grade,A-,Reading And Comp
3,2,,,28192,Jose Villagrana; Katherine Snyder,,English,R1B,006,A,Letter Grade,A-,Reading And Comp
3,4,,,28195,Katherine Snyder; Rosalind Diaz,,English,R1B,007,A,Letter Grade,A-,Reading And Comp
3,4,,,28198,Katherine Snyder; Kathryn Fleishman,,English,R1B,008,A,Letter Grade,A-,Reading And Comp
3,6,,,28201,Katherine Snyder; Shannon Chamberlain,,English,R1B,009,A,Letter Grade,A-,Reading And Comp
3,3,,,28204,Katherine Snyder; Rachel Lewis,,English,R1B,010,A,Letter Grade,A-,Reading And Comp
3,4,,,28207,Jocelyn Rodal; Katherine Snyder,,English,R1B,011,A,Letter Grade,A-,Reading And Comp
3,7,,,28210,Charity Ketz; Katherine Snyder,,English,R1B,012,A,Letter Grade,A-,Reading And Comp
3,3,,,28213,Katherine Snyder; Sarah Mangin,,English,R1B,013,A,Letter Grade,A-,Reading And Comp
3,1,,,28216,Brian Gillis; Katherine Snyder,,English,R1B,014,A,Letter Grade,A-,Reading And Comp
3,5,,,28219,Daniel Benjamin; Katherine Snyder,,English,R1B,015,A,Letter Grade,A-,Reading And Comp
3,5,,,28222,Charles Creasy; Katherine Snyder,,English,R1B,016,A,Letter Grade,A-,Reading And Comp
3,4,,,28225,Katherine Snyder; Mary Wilson,,English,R1B,017,A,Letter Grade,A-,Reading And Comp
3,4,,,28228,Katherine Snyder; Mark Bauer,,English,R1B,018,A,Letter Grade,A-,Reading And Comp
3,8,,,28237,Susan Schweik,,English,26,001,A,Letter Grade,A-,Intro To Poetry
3,6,,,28243,Steven Justice,,English,45A,001,A,Letter Grade,A-,Lit In English
3,13,,,28252,David Marno,,English,45A,002,A,Letter Grade,A-,Lit In English
3,13,,,28261,Ian Duncan,,English,45B,001,A,Letter Grade,A-,Lit In English
3,13,,,28273,Janet Sorensen,,English,45B,002,A,Letter Grade,A-,Lit In English
3,6,,,28282,Charles Altieri,,English,45C,001,A,Letter Grade,A-,Lit In English
3,18,,,28291,Steven Lee,,English,45C,002,A,Letter Grade,A-,Lit In English
3,13,,,28390,Oliver Arnold,,English,117S,001,A,Letter Grade,A-,Shakespeare
3,12,,,28393,Jeffrey Knapp,,English,117S,002,A,Letter Grade,A-,Shakespeare
3,7,,,28411,Joseph Lavery,,English,122,001,A,Letter Grade,A-,Victorian Period
3,33,,,28414,Hertha Wong,,English,125E,001,A,Letter Grade,A-,Contemporary Novel
3,9,,,28426,Catherine Flynn,,English,126,001,A,Letter Grade,A-,British Lit/1900-45
3,5,,,28429,Charles Altieri,,English,128,001,A,Letter Grade,A-,Modern Drama
3,8,,,28432,Mitchell Breitwieser,,English,130B,001,A,Letter Grade,A-,Amer Lit: 1800-1865
3,27,,,28435,Mark Goble,,English,132,001,A,Letter Grade,A-,American Novel
3,4,,,28447,Stephen Best,,English,133B,001,A,Letter Grade,A-,Af Am Since 1917
3,6,,,28450,Greil Marcus; Kathleen Moran,,English,C136,001,A,Letter Grade,A-,American Studies
3,3,,,28468,R Gonzalez,,English,137T,001,A,Letter Grade,A-,Topics Chic Lit/Cul
3,8,,,28471,Poulomi Saha,,English,138,001,A,Letter Grade,A-,Stud Wor Lit Eng
3,3,,,28480,Georgina Kleege,,English,143A,002,A,Letter Grade,A-,Short Fiction
3,1,,,28483,Genaro Padilla; Joyce Carol Smith,,English,143A,003,A,Letter Grade,A-,Short Fiction
3,1,,,28486,John Shoptaw,,English,143B,001,A,Letter Grade,A-,Verse
3,1,,,28489,Anna Moschovakis,,English,143B,002,A,Letter Grade,A-,Verse
3,6,,,28495,Celeste Langan,,English,161,001,A,Letter Grade,A-,Int To Lit Theory
3,4,,,28498,Marcos Garcia,,English,165,001,A,Letter Grade,A-,Special Topics
3,7,,,28501,Geoffrey O'Brien,,English,165,002,A,Letter Grade,A-,Special Topics
3,9,,,28504,Joseph Lavery,,English,165,003,A,Letter Grade,A-,Special Topics
3,8,,,28510,Steven Goldsmith,,English,165,005,A,Letter Grade,A-,Special Topics
3,5,,,28513,Joshua Weiner,,English,165,006,A,Letter Grade,A-,Special Topics
3,5,,,28516,George Starr,,English,165,007,A,Letter Grade,A-,Special Topics
3,2,,,28519,Samia Rahimtoola; Susan Schweik,,English,165,008,A,Letter Grade,A-,Special Topics
3,6,,,28521,David Landreth,,English,165,009,A,Letter Grade,A-,Special Topics
3,1,,,28522,Elizabeth Honig,,English,166,002,A,Letter Grade,A-,Special Topics
3,8,,,28531,Eric Falci,,English,170,001,A,Letter Grade,A-,Lit & The Arts
3,4,,,28534,Joshua Gang,,English,172,001,A,Letter Grade,A-,Lit & Psych
3,8,,,28537,D Miller,,English,173,001,A,Letter Grade,A-,Lang/Lit Of Films
3,11,,,28543,Dora Zhang,,English,177,001,A,Letter Grade,A-,Lit & Philosoph
3,15,,,28546,Georgina Kleege,,English,180A,001,A,Letter Grade,A-,Autobiography
3,10,,,28552,Dorothy Hale,,English,180N,001,A,Letter Grade,A-,The Novel
3,3,,,28558,Mark Goble,,English,190,001,A,Letter Grade,A-,Research Seminar
3,5,,,28561,Mark Danner,,English,190,002,A,Letter Grade,A-,Research Seminar
3,2,,,28564,Mitchell Breitwieser,,English,190,003,A,Letter Grade,A-,Research Seminar
3,7,,,28567,Nadia Ellis,,English,190,004,A,Letter Grade,A-,Research Seminar
3,6,,,28570,Eric Falci,,English,190,005,A,Letter Grade,A-,Research Seminar
3,5,,,28573,Jeffrey Knapp,,English,190,006,A,Letter Grade,A-,Research Seminar
3,4,,,28576,Catherine Flynn,,English,190,007,A,Letter Grade,A-,Research Seminar
3,3,,,28579,Rebecca Gaydos,,English,190,008,A,Letter Grade,A-,Research Seminar
3,5,,,28582,Chad Crosson,,English,190,009,A,Letter Grade,A-,Research Seminar
3,9,,,28591,George Starr,,English,190,012,A,Letter Grade,A-,Research Seminar
3,1,,,28594,Anne-Lise Francois,,English,190,013,A,Letter Grade,A-,Research Seminar
3,1,,,28597,Samuel Otter,,English,H195B,001,A,Letter Grade,A-,Honors Course
3,1,,,28771,Ian Duncan,,English,203,001,A,Letter Grade,A-,Graduate Readings
3,1,,,28792,Janet Sorensen,,English,246F,001,A,Letter Grade,A-,Grad Pro-Seminars
4,1,,,28153,Jason Trevino; Katherine Snyder,,English,R1A,001,B,Letter Grade,B+,Reading And Comp
4,4,,,28156,Frank Cruz; Katherine Snyder,,English,R1A,002,B,Letter Grade,B+,Reading And Comp
4,6,,,28159,Gabriella Wyatt; Katherine Snyder,,English,R1A,003,B,Letter Grade,B+,Reading And Comp
4,4,,,28165,Katherine Snyder; Timothy Heimlich,,English,R1A,005,B,Letter Grade,B+,Reading And Comp
4,7,,,28168,Adrian Acu; Katherine Snyder,,English,R1A,006,B,Letter Grade,B+,Reading And Comp
4,3,,,28171,Allison Neal; Katherine Snyder,,English,R1A,007,B,Letter Grade,B+,Reading And Comp
4,2,,,28174,Katherine Snyder; Tyleen Kelly,,English,R1A,008,B,Letter Grade,B+,Reading And Comp
4,2,,,28177,Joseph Albernaz; Katherine Snyder,,English,R1B,001,B,Letter Grade,B+,Reading And Comp
4,1,,,28180,Irene Yoon; Katherine Snyder,,English,R1B,002,B,Letter Grade,B+,Reading And Comp
4,6,,,28186,Katherine Snyder; Rebecca Clark,,English,R1B,004,B,Letter Grade,B+,Reading And Comp
4,5,,,28189,Ismail Muhammad; Katherine Snyder,,English,R1B,005,B,Letter Grade,B+,Reading And Comp
4,7,,,28192,Jose Villagrana; Katherine Snyder,,English,R1B,006,B,Letter Grade,B+,Reading And Comp
4,5,,,28195,Katherine Snyder; Rosalind Diaz,,English,R1B,007,B,Letter Grade,B+,Reading And Comp
4,5,,,28198,Katherine Snyder; Kathryn Fleishman,,English,R1B,008,B,Letter Grade,B+,Reading And Comp
4,1,,,28201,Katherine Snyder; Shannon Chamberlain,,English,R1B,009,B,Letter Grade,B+,Reading And Comp
4,3,,,28204,Katherine Snyder; Rachel Lewis,,English,R1B,010,B,Letter Grade,B+,Reading And Comp
4,5,,,28207,Jocelyn Rodal; Katherine Snyder,,English,R1B,011,B,Letter Grade,B+,Reading And Comp
4,1,,,28210,Charity Ketz; Katherine Snyder,,English,R1B,012,B,Letter Grade,B+,Reading And Comp
4,6,,,28213,Katherine Snyder; Sarah Mangin,,English,R1B,013,B,Letter Grade,B+,Reading And Comp
4,3,,,28216,Brian Gillis; Katherine Snyder,,English,R1B,014,B,Letter Grade,B+,Reading And Comp
4,1,,,28219,Daniel Benjamin; Katherine Snyder,,English,R1B,015,B,Letter Grade,B+,Reading And Comp
4,4,,,28222,Charles Creasy; Katherine Snyder,,English,R1B,016,B,Letter Grade,B+,Reading And Comp
4,4,,,28225,Katherine Snyder; Mary Wilson,,English,R1B,017,B,Letter Grade,B+,Reading And Comp
4,6,,,28228,Katherine Snyder; Mark Bauer,,English,R1B,018,B,Letter Grade,B+,Reading And Comp
4,2,,,28231,Eric Falci; Serena Le,,English,20,001,B,Letter Grade,B+,Modern Brit/Am Lit
4,2,,,28237,Susan Schweik,,English,26,001,B,Letter Grade,B+,Intro To Poetry
4,1,,,28240,Evan Klavon; Geoffrey O'Brien,,English,43B,001,B,Letter Grade,B+,Intro/Writing Verse
4,9,,,28243,Steven Justice,,English,45A,001,B,Letter Grade,B+,Lit In English
4,14,,,28252,David Marno,,English,45A,002,B,Letter Grade,B+,Lit In English
4,12,,,28261,Ian Duncan,,English,45B,001,B,Letter Grade,B+,Lit In English
4,6,,,28273,Janet Sorensen,,English,45B,002,B,Letter Grade,B+,Lit In English
4,7,,,28282,Charles Altieri,,English,45C,001,B,Letter Grade,B+,Lit In English
4,21,,,28291,Steven Lee,,English,45C,002,B,Letter Grade,B+,Lit In English
4,11,,,28390,Oliver Arnold,,English,117S,001,B,Letter Grade,B+,Shakespeare
4,15,,,28393,Jeffrey Knapp,,English,117S,002,B,Letter Grade,B+,Shakespeare
4,1,,,28411,Joseph Lavery,,English,122,001,B,Letter Grade,B+,Victorian Period
4,24,,,28414,Hertha Wong,,English,125E,001,B,Letter Grade,B+,Contemporary Novel
4,5,,,28426,Catherine Flynn,,English,126,001,B,Letter Grade,B+,British Lit/1900-45
4,4,,,28429,Charles Altieri,,English,128,001,B,Letter Grade,B+,Modern Drama
4,5,,,28432,Mitchell Breitwieser,,English,130B,001,B,Letter Grade,B+,Amer Lit: 1800-1865
4,16,,,28435,Mark Goble,,English,132,001,B,Letter Grade,B+,American Novel
4,5,,,28447,Stephen Best,,English,133B,001,B,Letter Grade,B+,Af Am Since 1917
4,2,,,28450,Greil Marcus; Kathleen Moran,,English,C136,001,B,Letter Grade,B+,American Studies
4,7,,,28468,R Gonzalez,,English,137T,001,B,Letter Grade,B+,Topics Chic Lit/Cul
4,4,,,28471,Poulomi Saha,,English,138,001,B,Letter Grade,B+,Stud Wor Lit Eng
4,3,,,28495,Celeste Langan,,English,161,001,B,Letter Grade,B+,Int To Lit Theory
4,3,,,28498,Marcos Garcia,,English,165,001,B,Letter Grade,B+,Special Topics
4,4,,,28504,Joseph Lavery,,English,165,003,B,Letter Grade,B+,Special Topics
4,5,,,28510,Steven Goldsmith,,English,165,005,B,Letter Grade,B+,Special Topics
4,4,,,28513,Joshua Weiner,,English,165,006,B,Letter Grade,B+,Special Topics
4,1,,,28516,George Starr,,English,165,007,B,Letter Grade,B+,Special Topics
4,3,,,28521,David Landreth,,English,165,009,B,Letter Grade,B+,Special Topics
4,3,,,28522,Elizabeth Honig,,English,166,002,B,Letter Grade,B+,Special Topics
4,7,,,28531,Eric Falci,,English,170,001,B,Letter Grade,B+,Lit & The Arts
4,6,,,28534,Joshua Gang,,English,172,001,B,Letter Grade,B+,Lit & Psych
4,4,,,28537,D Miller,,English,173,001,B,Letter Grade,B+,Lang/Lit Of Films
4,10,,,28543,Dora Zhang,,English,177,001,B,Letter Grade,B+,Lit & Philosoph
4,18,,,28546,Georgina Kleege,,English,180A,001,B,Letter Grade,B+,Autobiography
4,8,,,28552,Dorothy Hale,,English,180N,001,B,Letter Grade,B+,The Novel
4,4,,,28558,Mark Goble,,English,190,001,B,Letter Grade,B+,Research Seminar
4,3,,,28561,Mark Danner,,English,190,002,B,Letter Grade,B+,Research Seminar
4,1,,,28570,Eric Falci,,English,190,005,B,Letter Grade,B+,Research Seminar
4,3,,,28573,Jeffrey Knapp,,English,190,006,B,Letter Grade,B+,Research Seminar
4,4,,,28576,Catherine Flynn,,English,190,007,B,Letter Grade,B+,Research Seminar
4,2,,,28579,Rebecca Gaydos,,English,190,008,B,Letter Grade,B+,Research Seminar
4,3,,,28582,Chad Crosson,,English,190,009,B,Letter Grade,B+,Research Seminar
4,2,,,28591,George Starr,,English,190,012,B,Letter Grade,B+,Research Seminar
4,2,,,28594,Anne-Lise Francois,,English,190,013,B,Letter Grade,B+,Research Seminar
5,3,,,28153,Jason Trevino; Katherine Snyder,,English,R1A,001,B,Letter Grade,B,Reading And Comp
5,2,,,28156,Frank Cruz; Katherine Snyder,,English,R1A,002,B,Letter Grade,B,Reading And Comp
5,4,,,28159,Gabriella Wyatt; Katherine Snyder,,English,R1A,003,B,Letter Grade,B,Reading And Comp
5,11,,,28162,Evan Wilson; Katherine Snyder,,English,R1A,004,B,Letter Grade,B,Reading And Comp
5,6,,,28165,Katherine Snyder; Timothy Heimlich,,English,R1A,005,B,Letter Grade,B,Reading And Comp
5,2,,,28168,Adrian Acu; Katherine Snyder,,English,R1A,006,B,Letter Grade,B,Reading And Comp
5,2,,,28171,Allison Neal; Katherine Snyder,,English,R1A,007,B,Letter Grade,B,Reading And Comp
5,3,,,28174,Katherine Snyder; Tyleen Kelly,,English,R1A,008,B,Letter Grade,B,Reading And Comp
5,4,,,28177,Joseph Albernaz; Katherine Snyder,,English,R1B,001,B,Letter Grade,B,Reading And Comp
5,4,,,28180,Irene Yoon; Katherine Snyder,,English,R1B,002,B,Letter Grade,B,Reading And Comp
5,1,,,28186,Katherine Snyder; Rebecca Clark,,English,R1B,004,B,Letter Grade,B,Reading And Comp
5,6,,,28189,Ismail Muhammad; Katherine Snyder,,English,R1B,005,B,Letter Grade,B,Reading And Comp
5,3,,,28192,Jose Villagrana; Katherine Snyder,,English,R1B,006,B,Letter Grade,B,Reading And Comp
5,3,,,28195,Katherine Snyder; Rosalind Diaz,,English,R1B,007,B,Letter Grade,B,Reading And Comp
5,3,,,28198,Katherine Snyder; Kathryn Fleishman,,English,R1B,008,B,Letter Grade,B,Reading And Comp
5,3,,,28201,Katherine Snyder; Shannon Chamberlain,,English,R1B,009,B,Letter Grade,B,Reading And Comp
5,1,,,28204,Katherine Snyder; Rachel Lewis,,English,R1B,010,B,Letter Grade,B,Reading And Comp
5,2,,,28207,Jocelyn Rodal; Katherine Snyder,,English,R1B,011,B,Letter Grade,B,Reading And Comp
5,1,,,28216,Brian Gillis; Katherine Snyder,,English,R1B,014,B,Letter Grade,B,Reading And Comp
5,1,,,28219,Daniel Benjamin; Katherine Snyder,,English,R1B,015,B,Letter Grade,B,Reading And Comp
5,5,,,28222,Charles Creasy; Katherine Snyder,,English,R1B,016,B,Letter Grade,B,Reading And Comp
