Course Subject Short Nm,Course Number,Course Title Nm,Offering Type Desc,Instructional Format Nm,Offerings Cnt,Offerings Cnt Prior Yr,Offerings Cnt EOT Prior Yr,Enrollment Limit,Enrollment Limit Prior Yr,Enrollment Cnt ,Rejected Student Cnt,Rejected Student Cnt Prior Yr,Enrollment Cnt Prior Yr,Enrollment Cnt EOT Prior Yr,% Class Filled,% Class Filled Prior Yr,Waitlist Cnt,Waitlist Cnt Prior Yr,Waitlist Limit Cnt,Waitlist Limit Cnt Prior Yr,Avg Class Size,Avg Class Size Prior Yr,Crse at Capacity Cnt,Crse at Capacity Cnt Prior Yr
English,98BC,Directed Group Stud,Primary,Directed Group Study,,3,3,,40,,,66,40,40,,100,,1,,0,,13.3333333333333,,3
English,98BC,Directed Group Stud,Primary,Directed Group Study,3,,,52,,50,89,,,,96.1538461538462,,0,,0,,16.6666666666667,,1,
English,104,Intro To Old Engl,Primary,Lecture,,1,1,,35,,,58,35,35,,100,,0,,0,,35,,1
English,104,Intro To Old Engl,Primary,Lecture,1,,,42,,40,26,,,,95.2380952380952,,0,,0,,40,,0,
English,110,Medieval Literature,Primary,Lecture,,1,1,,55,,,81,55,55,,100,,0,,0,,55,,1
English,110,Medieval Literature,Primary,Lecture,1,,,32,,31,13,,,,96.875,,0,,0,,31,,0,
English,115A,Eng Renaissance,Primary,Lecture,,1,1,,23,,,22,23,23,,100,,0,,0,,23,,1
English,115A,Eng Renaissance,Primary,Lecture,1,,,25,,25,12,,,,100,,0,,0,,25,,1,
English,117B,Shakespeare,Primary,Lecture,,1,1,,65,,,30,62,62,,95.3846153846154,,0,,0,,62,,0
English,117B,Shakespeare,Primary,Lecture,1,,,41,,40,24,,,,97.5609756097561,,0,,0,,40,,0,
English,117S,Shakespeare,Primary,Lecture,,1,1,,98,,,44,93,93,,94.8979591836735,,0,,0,,93,,0
English,117S,Shakespeare,Primary,Lecture,1,,,86,,85,40,,,,98.8372093023256,,0,,0,,85,,0,
English,117T,Shakespeare/Theatre,Primary,Lecture,,1,1,,22,,,16,20,21,,90.9090909090909,,0,,0,,20,,0
English,117T,Shakespeare/Theatre,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,120,Lit Later 18th Cent,Primary,Lecture,1,,,47,,45,38,,,,95.7446808510638,,0,,0,,45,,0,
English,121,Romantic Period,Primary,Lecture,,1,1,,34,,,62,34,34,,100,,0,,0,,34,,1
English,121,Romantic Period,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,122,Victorian Period,Primary,Lecture,1,,,63,,61,43,,,,96.8253968253968,,0,,0,,61,,0,
English,125D,20th Century Novel,Primary,Lecture,,1,1,,47,,,72,46,46,,97.8723404255319,,0,,0,,46,,0
English,125D,20th Century Novel,Primary,Lecture,1,,,41,,40,39,,,,97.5609756097561,,0,,0,,40,,0,
English,126,British Lit/1900-45,Primary,Lecture,,1,1,,48,,,53,48,48,,100,,0,,0,,48,,1
English,126,British Lit/1900-45,Primary,Lecture,1,,,44,,43,27,,,,97.7272727272727,,0,,0,,43,,0,
English,130B,Amer Lit: 1800-1865,Primary,Lecture,1,,,47,,45,23,,,,95.7446808510638,,0,,0,,45,,0,
English,130C,Am Lit: 1865-1900,Primary,Lecture,1,,,45,,42,35,,,,93.3333333333333,,0,,0,,42,,0,
English,130D,Am Lit: 1900-45,Primary,Lecture,1,,,54,,53,31,,,,98.1481481481482,,0,,0,,53,,0,
English,131,American Poetry,Primary,Lecture,,1,1,,46,,,70,46,46,,100,,0,,0,,46,,1
English,131,American Poetry,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,133A,Af Am Before 1917,Primary,Lecture,,1,1,,24,,,19,24,24,,100,,0,,0,,24,,1
English,133A,Af Am Before 1917,Primary,Lecture,1,,,21,,21,28,,,,100,,0,,0,,21,,1,
English,133T,Topics Af Am,Primary,Lecture,1,,,30,,30,25,,,,100,,0,,0,,30,,1,
English,134,Contemp Lit,Primary,Lecture,,1,1,,96,,,78,96,96,,100,,0,,0,,96,,1
English,134,Contemp Lit,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,C136,Topics In Amer Stud,Primary,Lecture,,0,0,,0,,,,0,0,,,,0,,0,,,,0
English,C136,Topics In Amer Stud,Primary,Lecture,1,,,29,,29,25,,,,100,,0,,0,,29,,1,
English,137T,Topics Chic Lit/Cul,Primary,Lecture,1,,,24,,24,19,,,,100,,0,,0,,24,,1,
English,138,Stud Wor Lit Eng,Primary,Lecture,,1,1,,40,,,39,39,39,,97.5,,1,,0,,39,,0
English,138,Stud Wor Lit Eng,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,141,Modes Of Writing,Primary,Lecture,,1,1,,47,,,75,47,47,,100,,0,,0,,47,,1
English,141,Modes Of Writing,Primary,Lecture,2,,,94,,93,105,,,,98.936170212766,,0,,0,,46.5,,1,
English,143A,Short Fiction,Primary,Lecture,,1,1,,15,,,80,13,13,,86.6666666666667,,0,,0,,13,,0
English,143A,Short Fiction,Primary,Lecture,1,,,20,,14,89,,,,70,,0,,0,,14,,0,
English,143B,Verse,Primary,Lecture,,2,2,,30,,,36,22,22,,73.3333333333333,,0,,0,,11,,0
English,143B,Verse,Primary,Lecture,3,,,59,,23,40,,,,38.9830508474576,,0,,0,,7.66666666666667,,0,
English,143N,Prose Nonfiction,Primary,Lecture,,3,3,,46,,,52,32,32,,69.5652173913043,,0,,0,,10.6666666666667,,1
English,143N,Prose Nonfiction,Primary,Lecture,1,,,20,,13,28,,,,65,,0,,0,,13,,0,
English,143T,Poetry Trans Wkshp,Primary,Lecture,1,,,20,,6,21,,,,30,,0,,0,,6,,0,
English,161,Int To Lit Theory,Primary,Lecture,,1,1,,28,,,31,28,28,,100,,0,,0,,28,,1
English,161,Int To Lit Theory,Primary,Lecture,1,,,41,,41,33,,,,100,,0,,0,,41,,1,
English,165,Special Topics,Primary,Seminar,,1,1,,14,,,21,14,14,,100,,0,,0,,14,,1
English,165,Special Topics,Primary,Seminar,2,,,38,,38,48,,,,100,,0,,0,,19,,2,
English,166,Special Topics,Primary,Lecture,,2,2,,83,,,86,83,83,,100,,0,,0,,41.5,,2
English,166,Special Topics,Primary,Lecture,2,,,50,,50,35,,,,100,,0,,0,,25,,2,
English,166AC,Spe Top Am Cultures,Primary,Lecture,,0,0,,0,,,,0,0,,,,0,,0,,,,0
English,166AC,Spe Top Am Cultures,Primary,Lecture,1,,,116,,115,66,,,,99.1379310344828,,0,,0,,115,,0,
English,170,Lit & The Arts,Primary,Lecture,,2,2,,61,,,65,61,61,,100,,0,,0,,30.5,,2
English,170,Lit & The Arts,Primary,Lecture,1,,,128,,97,45,,,,75.78125,,3,,5,,97,,0,
English,171,Lit And Sexual Iden,Primary,Lecture,,2,2,,67,,,83,67,67,,100,,0,,0,,33.5,,2
English,171,Lit And Sexual Iden,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,173,Lang/Lit Of Films,Primary,Lecture,1,,,35,,32,34,,,,91.4285714285714,,0,,0,,32,,0,
English,174,Lit & History,Primary,Lecture,,1,1,,34,,,83,34,34,,100,,0,,0,,34,,1
English,174,Lit & History,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,175,Lit And Disability,Primary,Lecture,,1,1,,48,,,61,48,48,,100,,1,,0,,48,,1
English,175,Lit And Disability,Primary,Lecture,1,,,29,,29,25,,,,100,,0,,0,,29,,1,
English,179,Lit And Linguistics,Primary,Lecture,,0,0,,0,,,,0,0,,,,0,,0,,,,0
English,179,Lit And Linguistics,Primary,Lecture,1,,,28,,21,35,,,,75,,0,,0,,21,,0,
English,180H,Short Story,Primary,Lecture,,1,1,,50,,,87,50,50,,100,,1,,0,,50,,1
English,180H,Short Story,Primary,Lecture,1,,,54,,50,65,,,,92.5925925925926,,0,,0,,50,,0,
English,180L,Lyric Verse,Primary,Lecture,1,,,20,,18,18,,,,90,,0,,0,,18,,0,
English,180N,The Novel,Primary,Lecture,1,,,44,,43,30,,,,97.7272727272727,,0,,0,,43,,0,
English,190,Research Seminar,Primary,Seminar,,12,12,,188,,,192,186,187,,98.936170212766,,2,,0,,15.5,,11
English,190,Research Seminar,Primary,Seminar,10,,,151,,148,117,,,,98.0132450331126,,0,,0,,14.8,,7,
English,H195A,Honors Course,Primary,Lecture,,2,2,,38,,,16,35,35,,92.1052631578947,,0,,0,,17.5,,1
English,H195A,Honors Course,Primary,Lecture,2,,,50,,32,21,,,,64,,0,,0,,16,,0,
English,198,Directed Group Stdy,Primary,Directed Group Study,,9,9,,310,,,56,199,200,,64.1935483870968,,0,,0,,22.1111111111111,,0
English,198,Directed Group Stdy,Primary,Directed Group Study,8,,,298,,178,19,,,,59.7315436241611,,0,,0,,22.25,,0,
English,198BC,Directed Group Stud,Primary,Directed Group Study,,9,9,,156,,,189,156,156,,100,,2,,0,,17.3333333333333,,9
English,198BC,Directed Group Stud,Primary,Directed Group Study,9,,,189,,188,235,,,,99.4708994708995,,0,,0,,20.8888888888889,,8,
English,200,Problems Stdy Lit,Primary,Lecture,,1,1,,9,,,1,9,9,,100,,0,,0,,9,,1
English,200,Problems Stdy Lit,Primary,Lecture,1,,,14,,14,,,,,100,,0,,0,,14,,1,
English,203,Graduate Readings,Primary,Lecture,,4,4,,60,,,21,27,27,,45,,0,,28,,6.75,,0
English,203,Graduate Readings,Primary,Lecture,3,,,45,,16,28,,,,35.5555555555556,,0,,0,,5.33333333333333,,0,
English,205A,Old English,Primary,Lecture,,0,0,,0,,,,0,0,,,,0,,0,,,,0
English,211,Chaucer,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,212,Rdgs/Middle English,Primary,Lecture,,1,1,,14,,,1,3,3,,21.4285714285714,,0,,4,,3,,0
English,212,Rdgs/Middle English,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,217,Shakespeare,Primary,Lecture,,1,1,,15,,,8,6,6,,40,,0,,7,,6,,0
English,217,Shakespeare,Primary,Lecture,0,,,0,,0,,,,,,,0,,0,,,,0,
English,243B,Poetry Workshop,Primary,Lecture,,1,1,,14,,,8,6,7,,42.8571428571429,,0,,0,,6,,0
English,243B,Poetry Workshop,Primary,Lecture,1,,,20,,9,11,,,,45,,0,,0,,9,,0,
English,246D,Grad-Pro-Seminars,Primary,Lecture,1,,,15,,5,2,,,,33.3333333333333,,0,,0,,5,,0,
English,246G,Grad Pro-Seminars,Primary,Lecture,1,,,15,,4,2,,,,26.6666666666667,,0,,0,,4,,0,
English,246L,Grad Pro-Seminars,Primary,Lecture,,0,0,,0,,,,0,0,,,,0,,0,,,,0
English,250,Research Seminars,Primary,Seminar,,3,3,,31,,,21,23,23,,74.1935483870968,,0,,15,,7.66666666666667,,1
English,250,Research Seminars,Primary,Seminar,4,,,44,,38,44,,,,86.3636363636364,,0,,0,,9.5,,2,
English,310,Field Studies,Primary,Field Work,,1,1,,20,,,1,1,1,,5,,0,,0,,1,,0
English,310,Field Studies,Primary,Field Work,0,,,20,,0,,,,,0,,0,,0,,,,0,
English,375,Teaching Comp/Lit,Primary,Lecture,,1,1,,15,,,12,10,10,,66.6666666666667,,0,,0,,10,,0
English,375,Teaching Comp/Lit,Primary,Lecture,1,,,15,,13,5,,,,86.6666666666667,,0,,3,,13,,0,
