Course Subject Short Nm,Course Number,Course Title Nm,Offering Type Desc,Instructional Format Nm,Offerings Cnt,Offerings Cnt Prior Yr,Offerings Cnt EOT Prior Yr,Enrollment Limit,Enrollment Limit Prior Yr,Enrollment Cnt ,Rejected Student Cnt,Rejected Student Cnt Prior Yr,Enrollment Cnt Prior Yr,Enrollment Cnt EOT Prior Yr,% Class Filled,% Class Filled Prior Yr,Waitlist Cnt,Waitlist Cnt Prior Yr,Waitlist Limit Cnt,Waitlist Limit Cnt Prior Yr,Avg Class Size,Avg Class Size Prior Yr,Crse at Capacity Cnt,Crse at Capacity Cnt Prior Yr
English,130D,Am Lit: 1900-45,Primary,Lecture,,1,1,,59,,,69,59,58,,100,,0,,0,,59,,1
English,130D,Am Lit: 1900-45,Primary,Lecture,1,,,108,,106,79,,,,98.1481481481482,,0,,0,,106,,0,
English,132,American Novel,Primary,Lecture,,1,1,,30,,,42,30,30,,100,,0,,0,,30,,1
English,133T,Topics Af Am,Primary,Lecture,,1,1,,30,,,10,30,29,,100,,1,,0,,30,,1
English,135AC,Lit Amer Cultures,Primary,Lecture,,1,1,,94,,,38,94,92,,100,,0,,0,,94,,1
English,C136,American Studies,Primary,Lecture,1,,,50,,38,34,,,,76,,0,,0,,38,,0,
English,137T,Topics Chic Lit/Cul,Primary,Lecture,,1,1,,35,,,21,35,34,,100,,0,,0,,35,,1
English,138,Stud Wor Lit Eng,Primary,Lecture,,1,1,,24,,,17,24,24,,100,,0,,0,,24,,1
English,141,Modes Of Writing,Primary,Lecture,,1,1,,53,,,87,53,53,,100,,3,,0,,53,,1
English,141,Modes Of Writing,Primary,Lecture,1,,,49,,49,61,,,,100,,0,,0,,49,,1,
English,143A,Short Fiction,Primary,Lecture,,3,3,,84,,,29,45,45,,53.5714285714286,,0,,0,,15,,0
English,143A,Short Fiction,Primary,Lecture,2,,,56,,32,62,,,,57.1428571428571,,0,,0,,16,,0,
English,143B,Verse,Primary,Lecture,,1,1,,28,,,4,12,12,,42.8571428571429,,0,,0,,12,,0
English,143B,Verse,Primary,Lecture,2,,,45,,24,13,,,,53.3333333333333,,0,,0,,12,,0,
English,143N,Prose Nonfiction,Primary,Lecture,,1,1,,28,,,2,15,14,,53.5714285714286,,0,,0,,15,,0
English,143N,Prose Nonfiction,Primary,Lecture,1,,,17,,12,6,,,,70.5882352941177,,0,,0,,12,,0,
English,143T,Poetry Trans Wkshp,Primary,Lecture,,1,1,,28,,,2,11,11,,39.2857142857143,,0,,0,,11,,0
English,161,Int To Lit Theory,Primary,Lecture,1,,,25,,25,18,,,,100,,0,,0,,25,,1,
English,165,Special Topics,Primary,Seminar,,2,2,,33,,,21,30,30,,90.9090909090909,,0,,0,,15,,1
English,165,Special Topics,Primary,Seminar,3,,,103,,103,129,,,,100,,0,,0,,34.3333333333333,,3,
English,166,Special Topics,Primary,Lecture,,4,4,,135,,,106,135,135,,100,,0,,0,,33.75,,4
English,166,Special Topics,Primary,Lecture,2,,,79,,78,37,,,,98.7341772151899,,0,,0,,39,,1,
English,166AC,Spe Top Am Cultures,Primary,Lecture,1,,,47,,47,23,,,,100,,0,,0,,47,,1,
English,171,Lit And Sexual Iden,Primary,Lecture,1,,,22,,19,61,,,,86.3636363636364,,0,,0,,19,,0,
English,173,Lang/Lit Of Films,Primary,Lecture,,1,1,,42,,,60,42,42,,100,,1,,0,,42,,1
English,174,Lit & History,Primary,Lecture,1,,,18,,18,12,,,,100,,0,,0,,18,,1,
English,180A,Autobiography,Primary,Lecture,,1,1,,49,,,6,49,49,,100,,0,,0,,49,,1
English,180A,Autobiography,Primary,Lecture,1,,,37,,37,19,,,,100,,0,,0,,37,,1,
English,180H,Short Story,Primary,Lecture,1,,,97,,96,46,,,,98.9690721649485,,0,,0,,96,,0,
English,180L,Lyric Verse,Primary,Lecture,,1,1,,33,,,27,32,32,,96.969696969697,,0,,0,,32,,0
English,180L,Lyric Verse,Primary,Lecture,1,,,54,,54,34,,,,100,,0,,0,,54,,1,
English,180N,The Novel,Primary,Lecture,,1,1,,55,,,40,54,54,,98.1818181818182,,0,,0,,54,,0
English,180N,The Novel,Primary,Lecture,1,,,51,,51,33,,,,100,,0,,0,,51,,1,
English,180R,Romance,Primary,Lecture,,1,1,,39,,,34,39,39,,100,,0,,0,,39,,1
English,190,Research Seminar,Primary,Seminar,,14,14,,244,,,134,235,232,,96.3114754098361,,0,,0,,16.7857142857143,,14
English,190,Research Seminar,Primary,Seminar,14,,,228,,228,144,,,,100,,0,,0,,16.2857142857143,,14,
English,H195B,Honors Course,Primary,Lecture,,2,2,,56,,,2,43,42,,76.7857142857143,,0,,0,,21.5,,0
English,H195B,Honors Course,Primary,Lecture,2,,,48,,30,2,,,,62.5,,0,,0,,15,,0,
English,198,Directed Group Stdy,Primary,Directed Group Study,,12,12,,492,,,4,294,294,,59.7560975609756,,0,,20,,24.5,,1
English,198,Directed Group Stdy,Primary,Directed Group Study,17,,,609,,308,93,,,,50.5747126436782,,0,,19,,18.1176470588235,,5,
English,202,History/Lit Crit,Primary,Lecture,1,,,15,,15,16,,,,100,,0,,0,,15,,1,
English,203,Graduate Readings,Primary,Lecture,,3,3,,31,,,21,31,29,,100,,0,,0,,10.3333333333333,,3
English,203,Graduate Readings,Primary,Lecture,3,,,44,,30,6,,,,68.1818181818182,,0,,0,,10,,0,
English,205B,Old English,Primary,Lecture,1,,,10,,5,3,,,,50,,0,,0,,5,,0,
English,217,Shakespeare,Primary,Lecture,,1,1,,13,,,11,13,15,,100,,0,,0,,13,,1
English,243B,Poetry Workshop,Primary,Lecture,,1,1,,28,,,1,11,13,,39.2857142857143,,0,,0,,11,,0
English,243B,Poetry Workshop,Primary,Lecture,1,,,28,,10,1,,,,35.7142857142857,,0,,0,,10,,0,
English,246E,Grad Pro-Seminars,Primary,Lecture,1,,,12,,7,4,,,,58.3333333333333,,0,,0,,7,,0,
English,246J,Grad Pro-Seminars,Primary,Lecture,1,,,12,,9,6,,,,75,,0,,3,,9,,0,
English,246K,Grad Pro-Seminars,Primary,Lecture,,1,1,,11,,,14,11,10,,100,,0,,0,,11,,1
English,246L,Grad Pro-Seminars,Primary,Lecture,1,,,15,,13,8,,,,86.6666666666667,,0,,0,,13,,0,
English,250,Research Seminars,Primary,Seminar,,2,2,,17,,,18,17,17,,100,,0,,0,,8.5,,2
English,250,Research Seminars,Primary,Seminar,2,,,21,,18,9,,,,85.7142857142857,,0,,0,,9,,0,
English,310,Field Studies,Primary,Field Work,,1,1,,30,,,0,9,9,,30,,0,,0,,9,,0
English,310,Field Studies,Primary,Field Work,1,,,30,,2,0,,,,6.66666666666667,,0,,0,,2,,0,
