Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,5,,,28177,Katherine Snyder; Shannon Chamberlain,,English,R1A,009,A,Letter Grade,A,Reading And Comp
2,1,,,28180,Adrian Acu; Katherine Snyder,,English,R1B,001,A,Letter Grade,A,Reading And Comp
2,3,,,28183,Katherine Snyder; Timothy Heimlich,,English,R1B,002,A,Letter Grade,A,Reading And Comp
2,3,,,28186,Katherine Snyder; Samia Rahimtoola,,English,R1B,003,A,Letter Grade,A,Reading And Comp
2,5,,,28189,Allison Neal; Katherine Snyder,,English,R1B,004,A,Letter Grade,A,Reading And Comp
2,2,,,28192,Evan Wilson; Katherine Snyder,,English,R1B,005,A,Letter Grade,A,Reading And Comp
2,2,,,28195,Katherine Snyder; Rosetta Young,,English,R1B,006,A,Letter Grade,A,Reading And Comp
2,3,,,28198,Frank Cruz; Katherine Snyder,,English,R1B,007,A,Letter Grade,A,Reading And Comp
2,7,,,28201,Aristides Dimitriou; Katherine Snyder,,English,R1B,008,A,Letter Grade,A,Reading And Comp
2,10,,,28202,Charity Ketz; Katherine Snyder,,English,R1B,009,A,Letter Grade,A,Reading And Comp
2,13,,,28204,Anne-Lise Francois,,English,26,001,A,Letter Grade,A,Intro To Poetry
2,12,,,28213,Mitchell Breitwieser,,English,27,003,A,Letter Grade,A,Intro To Fiction
2,16,,,28216,Nadia Ellis,,English,31AC,001,A,Letter Grade,A,Lit Amer Cultures
2,7,,,28219,Oliver Arnold,,English,45A,001,A,Letter Grade,A,Lit In English
2,8,,,28228,Alan Nelson,,English,45A,002,A,Letter Grade,A,Lit In English
2,8,,,28240,Charles Blanton,,English,45B,001,A,Letter Grade,A,Lit In English
2,15,,,28249,Kent Puckett,,English,45B,002,A,Letter Grade,A,Lit In English
2,8,,,28261,Steven Lee,,English,45C,001,A,Letter Grade,A,Lit In English
2,9,,,28273,Dora Zhang,,English,45C,002,A,Letter Grade,A,Lit In English
2,11,,,28285,Garrison Sposito; Robert Hass,,English,C77,001,A,Letter Grade,A,Int Environ Studies
2,8,,,28387,Emily Thornbury,,English,104,001,A,Letter Grade,A,Intro To Old Engl
2,20,,,28390,Steven Goldsmith,,English,C107,001,A,Letter Grade,A,Bible/Lit
2,16,,,28405,Joanna Picciotto,,English,115B,001,A,Letter Grade,A,Eng Renaissance
2,13,,,28408,David Landreth,,English,117A,001,A,Letter Grade,A,Shakespeare
2,2,,,28423,James Turner,,English,118,001,A,Letter Grade,A,Milton
2,12,,,28426,Kent Puckett,,English,125B,001,A,Letter Grade,A,English Novel
2,10,,,28429,Irina Paperno,,English,125C,001,A,Letter Grade,A,European Novel
2,3,,,28432,Donna Jones,,English,125D,001,A,Letter Grade,A,20th Century Novel
2,2,,,28435,Joshua Gang,,English,126,001,A,Letter Grade,A,British Lit/1900-45
2,16,,,28441,Samuel Otter,,English,130B,001,A,Letter Grade,A,Amer Lit: 1800-1865
2,5,,,28450,Bryan Wagner,,English,130C,001,A,Letter Grade,A,Am Lit: 1865-1900
2,11,,,28456,Geoffrey O'Brien,,English,131,001,A,Letter Grade,A,American Poetry
2,12,,,28462,Richard Hutson,,English,C136,001,A,Letter Grade,A,American Studies
2,9,,,28465,R Gonzalez,,English,137B,001,A,Letter Grade,A,Chic Lit Since 1910
2,6,,,28468,Donna Jones,,English,139,001,A,Letter Grade,A,Cultures Of English
2,42,,,28471,Melanie Chandra,,English,141,001,A,Letter Grade,A,Modes Of Writing
2,42,,,28474,Robert Hass,,English,141,002,A,Letter Grade,A,Modes Of Writing
2,12,,,28477,Vikram Chandra,,English,143A,001,A,Letter Grade,A,Short Fiction
2,5,,,28480,John Shoptaw,,English,143B,001,A,Letter Grade,A,Verse
2,10,,,28483,Cecil Giscombe,,English,143B,002,A,Letter Grade,A,Verse
2,10,,,28486,Carla Serpell,,English,143C,001,A,Letter Grade,A,Long Narrative
2,7,,,28489,Georgina Kleege,,English,143N,001,A,Letter Grade,A,Prose Nonfiction
2,8,,,28492,Rebecca Gaydos,,English,165,001,A,Letter Grade,A,Special Topics
2,3,,,28501,Celeste Langan,,English,165,004,A,Letter Grade,A,Special Topics
2,6,,,28504,Kristin Hanson,,English,165,005,A,Letter Grade,A,Special Topics
2,5,,,28510,George Starr,,English,165,007,A,Letter Grade,A,Special Topics
2,5,,,28512,Chad Crosson,,English,165,008,A,Letter Grade,A,Special Topics
2,8,,,28516,Emily Thornbury,,English,166,001,A,Letter Grade,A,Special Topics
2,5,,,28518,Poulomi Saha,,English,166,002,A,Letter Grade,A,Special Topics
2,10,,,28519,Elizabeth Abel,,English,171,001,A,Letter Grade,A,Lit And Sexual Iden
2,1,,,28522,Celeste Langan,,English,175,001,A,Letter Grade,A,Lit And Disability
2,18,,,28528,Eric Falci,,English,180L,001,A,Letter Grade,A,Lyric Verse
2,2,,,28534,Joshua Weiner,,English,190,001,A,Letter Grade,A,Research Seminar
2,1,,,28537,Steven Goldsmith,,English,190,002,A,Letter Grade,A,Research Seminar
2,2,,,28540,Dorothy Hale,,English,190,003,A,Letter Grade,A,Research Seminar
2,4,,,28549,John Shoptaw,,English,190,006,A,Letter Grade,A,Research Seminar
2,4,,,28552,Carla Serpell,,English,190,007,A,Letter Grade,A,Research Seminar
2,8,,,28555,Mitchell Breitwieser,,English,190,008,A,Letter Grade,A,Research Seminar
2,2,,,28558,R Gonzalez,,English,190,009,A,Letter Grade,A,Research Seminar
2,2,,,28564,Marcos Garcia,,English,190,011,A,Letter Grade,A,Research Seminar
2,1,,,28567,Cecil Giscombe,,English,190,013,A,Letter Grade,A,Research Seminar
2,9,,,28570,George Starr,,English,190,014,A,Letter Grade,A,Research Seminar
2,12,,,28573,Julia Bader,,English,190,015,A,Letter Grade,A,Research Seminar
2,13,,,28744,Dorothy Hale,,English,200,001,A,Letter Grade,A,Problems Stdy Lit
2,1,,,28750,Kristin Hanson,,English,203,001,A,Letter Grade,A,Graduate Readings
2,8,,,28753,Mark Goble,,English,203,002,A,Letter Grade,A,Graduate Readings
2,6,,,28756,Joseph Lavery,,English,203,003,A,Letter Grade,A,Graduate Readings
2,8,,,28759,Elizabeth Abel,,English,203,004,A,Letter Grade,A,Graduate Readings
2,3,,,28765,Steven Justice,,English,250,002,A,Letter Grade,A,Research Seminars
2,1,,,28768,Nadia Ellis,,English,250,003,A,Letter Grade,A,Research Seminars
2,2,,,28771,David Marno,,English,250,004,A,Letter Grade,A,Research Seminars
2,1,,,28930,Emily Thornbury,,English,298,053,A,Letter Grade,A,Special Studies
2,2,,,28969,Katherine Snyder; Mark Bauer,,English,R1B,010,A,Letter Grade,A,Reading And Comp
2,6,,,28978,Irene Yoon; Katherine Snyder,,English,R1B,013,A,Letter Grade,A,Reading And Comp
3,4,,,28153,Katherine Snyder; Mary Wilson,,English,R1A,001,A,Letter Grade,A-,Reading And Comp
3,7,,,28156,Katherine Snyder; Rosalind Diaz,,English,R1A,002,A,Letter Grade,A-,Reading And Comp
3,9,,,28159,Daniel Benjamin; Katherine Snyder,,English,R1A,003,A,Letter Grade,A-,Reading And Comp
3,8,,,28162,Katherine Snyder; Rachel Lewis,,English,R1A,004,A,Letter Grade,A-,Reading And Comp
3,4,,,28165,Joseph Mansky; Katherine Snyder,,English,R1A,005,A,Letter Grade,A-,Reading And Comp
3,2,,,28168,Joseph Albernaz; Katherine Snyder,,English,R1A,006,A,Letter Grade,A-,Reading And Comp
3,5,,,28171,Ismail Muhammad; Katherine Snyder,,English,R1A,007,A,Letter Grade,A-,Reading And Comp
3,4,,,28174,Katherine Snyder; Rebecca Clark,,English,R1A,008,A,Letter Grade,A-,Reading And Comp
3,5,,,28177,Katherine Snyder; Shannon Chamberlain,,English,R1A,009,A,Letter Grade,A-,Reading And Comp
3,4,,,28180,Adrian Acu; Katherine Snyder,,English,R1B,001,A,Letter Grade,A-,Reading And Comp
3,2,,,28183,Katherine Snyder; Timothy Heimlich,,English,R1B,002,A,Letter Grade,A-,Reading And Comp
3,6,,,28186,Katherine Snyder; Samia Rahimtoola,,English,R1B,003,A,Letter Grade,A-,Reading And Comp
3,2,,,28189,Allison Neal; Katherine Snyder,,English,R1B,004,A,Letter Grade,A-,Reading And Comp
3,6,,,28192,Evan Wilson; Katherine Snyder,,English,R1B,005,A,Letter Grade,A-,Reading And Comp
3,8,,,28195,Katherine Snyder; Rosetta Young,,English,R1B,006,A,Letter Grade,A-,Reading And Comp
3,5,,,28198,Frank Cruz; Katherine Snyder,,English,R1B,007,A,Letter Grade,A-,Reading And Comp
3,5,,,28201,Aristides Dimitriou; Katherine Snyder,,English,R1B,008,A,Letter Grade,A-,Reading And Comp
3,3,,,28202,Charity Ketz; Katherine Snyder,,English,R1B,009,A,Letter Grade,A-,Reading And Comp
3,4,,,28204,Anne-Lise Francois,,English,26,001,A,Letter Grade,A-,Intro To Poetry
3,10,,,28213,Mitchell Breitwieser,,English,27,003,A,Letter Grade,A-,Intro To Fiction
3,15,,,28216,Nadia Ellis,,English,31AC,001,A,Letter Grade,A-,Lit Amer Cultures
3,14,,,28219,Oliver Arnold,,English,45A,001,A,Letter Grade,A-,Lit In English
3,14,,,28228,Alan Nelson,,English,45A,002,A,Letter Grade,A-,Lit In English
3,13,,,28240,Charles Blanton,,English,45B,001,A,Letter Grade,A-,Lit In English
3,20,,,28249,Kent Puckett,,English,45B,002,A,Letter Grade,A-,Lit In English
3,18,,,28261,Steven Lee,,English,45C,001,A,Letter Grade,A-,Lit In English
3,36,,,28273,Dora Zhang,,English,45C,002,A,Letter Grade,A-,Lit In English
3,11,,,28285,Garrison Sposito; Robert Hass,,English,C77,001,A,Letter Grade,A-,Int Environ Studies
3,7,,,28387,Emily Thornbury,,English,104,001,A,Letter Grade,A-,Intro To Old Engl
3,26,,,28390,Steven Goldsmith,,English,C107,001,A,Letter Grade,A-,Bible/Lit
3,7,,,28405,Joanna Picciotto,,English,115B,001,A,Letter Grade,A-,Eng Renaissance
3,14,,,28408,David Landreth,,English,117A,001,A,Letter Grade,A-,Shakespeare
3,7,,,28420,David Marno,,English,117S,001,A,Letter Grade,A-,Shakespeare
3,6,,,28423,James Turner,,English,118,001,A,Letter Grade,A-,Milton
3,19,,,28426,Kent Puckett,,English,125B,001,A,Letter Grade,A-,English Novel
3,12,,,28429,Irina Paperno,,English,125C,001,A,Letter Grade,A-,European Novel
3,7,,,28432,Donna Jones,,English,125D,001,A,Letter Grade,A-,20th Century Novel
3,5,,,28435,Joshua Gang,,English,126,001,A,Letter Grade,A-,British Lit/1900-45
3,3,,,28441,Samuel Otter,,English,130B,001,A,Letter Grade,A-,Amer Lit: 1800-1865
3,12,,,28450,Bryan Wagner,,English,130C,001,A,Letter Grade,A-,Am Lit: 1865-1900
3,3,,,28456,Geoffrey O'Brien,,English,131,001,A,Letter Grade,A-,American Poetry
3,9,,,28462,Richard Hutson,,English,C136,001,A,Letter Grade,A-,American Studies
3,18,,,28465,R Gonzalez,,English,137B,001,A,Letter Grade,A-,Chic Lit Since 1910
3,6,,,28468,Donna Jones,,English,139,001,A,Letter Grade,A-,Cultures Of English
3,3,,,28471,Melanie Chandra,,English,141,001,A,Letter Grade,A-,Modes Of Writing
3,2,,,28474,Robert Hass,,English,141,002,A,Letter Grade,A-,Modes Of Writing
3,3,,,28480,John Shoptaw,,English,143B,001,A,Letter Grade,A-,Verse
3,1,,,28483,Cecil Giscombe,,English,143B,002,A,Letter Grade,A-,Verse
3,2,,,28486,Carla Serpell,,English,143C,001,A,Letter Grade,A-,Long Narrative
3,4,,,28489,Georgina Kleege,,English,143N,001,A,Letter Grade,A-,Prose Nonfiction
3,1,,,28492,Rebecca Gaydos,,English,165,001,A,Letter Grade,A-,Special Topics
3,5,,,28501,Celeste Langan,,English,165,004,A,Letter Grade,A-,Special Topics
3,3,,,28504,Kristin Hanson,,English,165,005,A,Letter Grade,A-,Special Topics
3,10,,,28510,George Starr,,English,165,007,A,Letter Grade,A-,Special Topics
3,7,,,28512,Chad Crosson,,English,165,008,A,Letter Grade,A-,Special Topics
3,3,,,28516,Emily Thornbury,,English,166,001,A,Letter Grade,A-,Special Topics
3,5,,,28518,Poulomi Saha,,English,166,002,A,Letter Grade,A-,Special Topics
3,5,,,28519,Elizabeth Abel,,English,171,001,A,Letter Grade,A-,Lit And Sexual Iden
3,6,,,28522,Celeste Langan,,English,175,001,A,Letter Grade,A-,Lit And Disability
3,10,,,28528,Eric Falci,,English,180L,001,A,Letter Grade,A-,Lyric Verse
3,5,,,28531,James Turner,,English,180R,001,A,Letter Grade,A-,Romance
3,1,,,28534,Joshua Weiner,,English,190,001,A,Letter Grade,A-,Research Seminar
3,3,,,28537,Steven Goldsmith,,English,190,002,A,Letter Grade,A-,Research Seminar
3,5,,,28540,Dorothy Hale,,English,190,003,A,Letter Grade,A-,Research Seminar
3,6,,,28549,John Shoptaw,,English,190,006,A,Letter Grade,A-,Research Seminar
3,5,,,28552,Carla Serpell,,English,190,007,A,Letter Grade,A-,Research Seminar
3,7,,,28555,Mitchell Breitwieser,,English,190,008,A,Letter Grade,A-,Research Seminar
3,10,,,28558,R Gonzalez,,English,190,009,A,Letter Grade,A-,Research Seminar
3,1,,,28564,Marcos Garcia,,English,190,011,A,Letter Grade,A-,Research Seminar
3,1,,,28567,Cecil Giscombe,,English,190,013,A,Letter Grade,A-,Research Seminar
3,8,,,28570,George Starr,,English,190,014,A,Letter Grade,A-,Research Seminar
3,2,,,28573,Julia Bader,,English,190,015,A,Letter Grade,A-,Research Seminar
3,3,,,28969,Katherine Snyder; Mark Bauer,,English,R1B,010,A,Letter Grade,A-,Reading And Comp
3,4,,,28972,Katherine Snyder; Tyleen Kelly,,English,R1B,011,A,Letter Grade,A-,Reading And Comp
3,4,,,28975,Jocelyn Rodal; Katherine Snyder,,English,R1B,012,A,Letter Grade,A-,Reading And Comp
3,3,,,28978,Irene Yoon; Katherine Snyder,,English,R1B,013,A,Letter Grade,A-,Reading And Comp
4,2,,,28153,Katherine Snyder; Mary Wilson,,English,R1A,001,B,Letter Grade,B+,Reading And Comp
4,3,,,28156,Katherine Snyder; Rosalind Diaz,,English,R1A,002,B,Letter Grade,B+,Reading And Comp
4,4,,,28159,Daniel Benjamin; Katherine Snyder,,English,R1A,003,B,Letter Grade,B+,Reading And Comp
4,4,,,28162,Katherine Snyder; Rachel Lewis,,English,R1A,004,B,Letter Grade,B+,Reading And Comp
4,6,,,28165,Joseph Mansky; Katherine Snyder,,English,R1A,005,B,Letter Grade,B+,Reading And Comp
4,4,,,28168,Joseph Albernaz; Katherine Snyder,,English,R1A,006,B,Letter Grade,B+,Reading And Comp
4,4,,,28171,Ismail Muhammad; Katherine Snyder,,English,R1A,007,B,Letter Grade,B+,Reading And Comp
4,2,,,28174,Katherine Snyder; Rebecca Clark,,English,R1A,008,B,Letter Grade,B+,Reading And Comp
4,6,,,28177,Katherine Snyder; Shannon Chamberlain,,English,R1A,009,B,Letter Grade,B+,Reading And Comp
4,2,,,28180,Adrian Acu; Katherine Snyder,,English,R1B,001,B,Letter Grade,B+,Reading And Comp
4,4,,,28183,Katherine Snyder; Timothy Heimlich,,English,R1B,002,B,Letter Grade,B+,Reading And Comp
4,3,,,28186,Katherine Snyder; Samia Rahimtoola,,English,R1B,003,B,Letter Grade,B+,Reading And Comp
4,8,,,28189,Allison Neal; Katherine Snyder,,English,R1B,004,B,Letter Grade,B+,Reading And Comp
4,6,,,28192,Evan Wilson; Katherine Snyder,,English,R1B,005,B,Letter Grade,B+,Reading And Comp
4,3,,,28195,Katherine Snyder; Rosetta Young,,English,R1B,006,B,Letter Grade,B+,Reading And Comp
4,3,,,28198,Frank Cruz; Katherine Snyder,,English,R1B,007,B,Letter Grade,B+,Reading And Comp
4,4,,,28201,Aristides Dimitriou; Katherine Snyder,,English,R1B,008,B,Letter Grade,B+,Reading And Comp
4,5,,,28202,Charity Ketz; Katherine Snyder,,English,R1B,009,B,Letter Grade,B+,Reading And Comp
4,1,,,28204,Anne-Lise Francois,,English,26,001,B,Letter Grade,B+,Intro To Poetry
4,9,,,28216,Nadia Ellis,,English,31AC,001,B,Letter Grade,B+,Lit Amer Cultures
4,15,,,28219,Oliver Arnold,,English,45A,001,B,Letter Grade,B+,Lit In English
4,9,,,28228,Alan Nelson,,English,45A,002,B,Letter Grade,B+,Lit In English
4,13,,,28240,Charles Blanton,,English,45B,001,B,Letter Grade,B+,Lit In English
4,36,,,28249,Kent Puckett,,English,45B,002,B,Letter Grade,B+,Lit In English
4,23,,,28261,Steven Lee,,English,45C,001,B,Letter Grade,B+,Lit In English
4,10,,,28273,Dora Zhang,,English,45C,002,B,Letter Grade,B+,Lit In English
4,1,,,28285,Garrison Sposito; Robert Hass,,English,C77,001,B,Letter Grade,B+,Int Environ Studies
4,7,,,28387,Emily Thornbury,,English,104,001,B,Letter Grade,B+,Intro To Old Engl
4,20,,,28390,Steven Goldsmith,,English,C107,001,B,Letter Grade,B+,Bible/Lit
4,8,,,28405,Joanna Picciotto,,English,115B,001,B,Letter Grade,B+,Eng Renaissance
4,14,,,28408,David Landreth,,English,117A,001,B,Letter Grade,B+,Shakespeare
4,17,,,28420,David Marno,,English,117S,001,B,Letter Grade,B+,Shakespeare
4,10,,,28423,James Turner,,English,118,001,B,Letter Grade,B+,Milton
4,13,,,28426,Kent Puckett,,English,125B,001,B,Letter Grade,B+,English Novel
4,12,,,28429,Irina Paperno,,English,125C,001,B,Letter Grade,B+,European Novel
4,6,,,28432,Donna Jones,,English,125D,001,B,Letter Grade,B+,20th Century Novel
4,8,,,28435,Joshua Gang,,English,126,001,B,Letter Grade,B+,British Lit/1900-45
4,10,,,28441,Samuel Otter,,English,130B,001,B,Letter Grade,B+,Amer Lit: 1800-1865
4,5,,,28450,Bryan Wagner,,English,130C,001,B,Letter Grade,B+,Am Lit: 1865-1900
4,2,,,28456,Geoffrey O'Brien,,English,131,001,B,Letter Grade,B+,American Poetry
4,2,,,28462,Richard Hutson,,English,C136,001,B,Letter Grade,B+,American Studies
4,10,,,28465,R Gonzalez,,English,137B,001,B,Letter Grade,B+,Chic Lit Since 1910
4,6,,,28468,Donna Jones,,English,139,001,B,Letter Grade,B+,Cultures Of English
4,1,,,28471,Melanie Chandra,,English,141,001,B,Letter Grade,B+,Modes Of Writing
4,1,,,28492,Rebecca Gaydos,,English,165,001,B,Letter Grade,B+,Special Topics
4,4,,,28501,Celeste Langan,,English,165,004,B,Letter Grade,B+,Special Topics
4,4,,,28504,Kristin Hanson,,English,165,005,B,Letter Grade,B+,Special Topics
4,5,,,28510,George Starr,,English,165,007,B,Letter Grade,B+,Special Topics
4,3,,,28512,Chad Crosson,,English,165,008,B,Letter Grade,B+,Special Topics
4,5,,,28516,Emily Thornbury,,English,166,001,B,Letter Grade,B+,Special Topics
4,5,,,28518,Poulomi Saha,,English,166,002,B,Letter Grade,B+,Special Topics
4,9,,,28519,Elizabeth Abel,,English,171,001,B,Letter Grade,B+,Lit And Sexual Iden
4,9,,,28522,Celeste Langan,,English,175,001,B,Letter Grade,B+,Lit And Disability
4,2,,,28528,Eric Falci,,English,180L,001,B,Letter Grade,B+,Lyric Verse
4,4,,,28531,James Turner,,English,180R,001,B,Letter Grade,B+,Romance
4,3,,,28534,Joshua Weiner,,English,190,001,B,Letter Grade,B+,Research Seminar
4,7,,,28537,Steven Goldsmith,,English,190,002,B,Letter Grade,B+,Research Seminar
4,3,,,28549,John Shoptaw,,English,190,006,B,Letter Grade,B+,Research Seminar
4,5,,,28552,Carla Serpell,,English,190,007,B,Letter Grade,B+,Research Seminar
4,2,,,28555,Mitchell Breitwieser,,English,190,008,B,Letter Grade,B+,Research Seminar
4,3,,,28558,R Gonzalez,,English,190,009,B,Letter Grade,B+,Research Seminar
4,2,,,28564,Marcos Garcia,,English,190,011,B,Letter Grade,B+,Research Seminar
4,3,,,28567,Cecil Giscombe,,English,190,013,B,Letter Grade,B+,Research Seminar
4,5,,,28570,George Starr,,English,190,014,B,Letter Grade,B+,Research Seminar
4,3,,,28573,Julia Bader,,English,190,015,B,Letter Grade,B+,Research Seminar
4,7,,,28969,Katherine Snyder; Mark Bauer,,English,R1B,010,B,Letter Grade,B+,Reading And Comp
4,6,,,28972,Katherine Snyder; Tyleen Kelly,,English,R1B,011,B,Letter Grade,B+,Reading And Comp
4,5,,,28975,Jocelyn Rodal; Katherine Snyder,,English,R1B,012,B,Letter Grade,B+,Reading And Comp
4,5,,,28978,Irene Yoon; Katherine Snyder,,English,R1B,013,B,Letter Grade,B+,Reading And Comp
5,2,,,28153,Katherine Snyder; Mary Wilson,,English,R1A,001,B,Letter Grade,B,Reading And Comp
5,2,,,28156,Katherine Snyder; Rosalind Diaz,,English,R1A,002,B,Letter Grade,B,Reading And Comp
5,3,,,28162,Katherine Snyder; Rachel Lewis,,English,R1A,004,B,Letter Grade,B,Reading And Comp
5,3,,,28165,Joseph Mansky; Katherine Snyder,,English,R1A,005,B,Letter Grade,B,Reading And Comp
5,5,,,28168,Joseph Albernaz; Katherine Snyder,,English,R1A,006,B,Letter Grade,B,Reading And Comp
5,2,,,28171,Ismail Muhammad; Katherine Snyder,,English,R1A,007,B,Letter Grade,B,Reading And Comp
5,3,,,28177,Katherine Snyder; Shannon Chamberlain,,English,R1A,009,B,Letter Grade,B,Reading And Comp
5,4,,,28180,Adrian Acu; Katherine Snyder,,English,R1B,001,B,Letter Grade,B,Reading And Comp
5,4,,,28183,Katherine Snyder; Timothy Heimlich,,English,R1B,002,B,Letter Grade,B,Reading And Comp
5,3,,,28186,Katherine Snyder; Samia Rahimtoola,,English,R1B,003,B,Letter Grade,B,Reading And Comp
5,4,,,28192,Evan Wilson; Katherine Snyder,,English,R1B,005,B,Letter Grade,B,Reading And Comp
5,2,,,28195,Katherine Snyder; Rosetta Young,,English,R1B,006,B,Letter Grade,B,Reading And Comp
5,4,,,28198,Frank Cruz; Katherine Snyder,,English,R1B,007,B,Letter Grade,B,Reading And Comp
5,2,,,28201,Aristides Dimitriou; Katherine Snyder,,English,R1B,008,B,Letter Grade,B,Reading And Comp
5,1,,,28202,Charity Ketz; Katherine Snyder,,English,R1B,009,B,Letter Grade,B,Reading And Comp
5,10,,,28219,Oliver Arnold,,English,45A,001,B,Letter Grade,B,Lit In English
5,6,,,28228,Alan Nelson,,English,45A,002,B,Letter Grade,B,Lit In English
5,14,,,28240,Charles Blanton,,English,45B,001,B,Letter Grade,B,Lit In English
5,14,,,28249,Kent Puckett,,English,45B,002,B,Letter Grade,B,Lit In English
5,8,,,28261,Steven Lee,,English,45C,001,B,Letter Grade,B,Lit In English
5,11,,,28273,Dora Zhang,,English,45C,002,B,Letter Grade,B,Lit In English
5,2,,,28285,Garrison Sposito; Robert Hass,,English,C77,001,B,Letter Grade,B,Int Environ Studies
5,5,,,28387,Emily Thornbury,,English,104,001,B,Letter Grade,B,Intro To Old Engl
5,17,,,28390,Steven Goldsmith,,English,C107,001,B,Letter Grade,B,Bible/Lit
5,4,,,28405,Joanna Picciotto,,English,115B,001,B,Letter Grade,B,Eng Renaissance
5,22,,,28408,David Landreth,,English,117A,001,B,Letter Grade,B,Shakespeare
5,15,,,28420,David Marno,,English,117S,001,B,Letter Grade,B,Shakespeare
5,4,,,28423,James Turner,,English,118,001,B,Letter Grade,B,Milton
5,1,,,28426,Kent Puckett,,English,125B,001,B,Letter Grade,B,English Novel
5,5,,,28429,Irina Paperno,,English,125C,001,B,Letter Grade,B,European Novel
5,2,,,28432,Donna Jones,,English,125D,001,B,Letter Grade,B,20th Century Novel
5,8,,,28435,Joshua Gang,,English,126,001,B,Letter Grade,B,British Lit/1900-45
5,5,,,28441,Samuel Otter,,English,130B,001,B,Letter Grade,B,Amer Lit: 1800-1865
5,1,,,28450,Bryan Wagner,,English,130C,001,B,Letter Grade,B,Am Lit: 1865-1900
5,4,,,28456,Geoffrey O'Brien,,English,131,001,B,Letter Grade,B,American Poetry
5,1,,,28462,Richard Hutson,,English,C136,001,B,Letter Grade,B,American Studies
5,3,,,28465,R Gonzalez,,English,137B,001,B,Letter Grade,B,Chic Lit Since 1910
5,5,,,28468,Donna Jones,,English,139,001,B,Letter Grade,B,Cultures Of English
5,4,,,28501,Celeste Langan,,English,165,004,B,Letter Grade,B,Special Topics
5,2,,,28504,Kristin Hanson,,English,165,005,B,Letter Grade,B,Special Topics
5,2,,,28510,George Starr,,English,165,007,B,Letter Grade,B,Special Topics
5,6,,,28512,Chad Crosson,,English,165,008,B,Letter Grade,B,Special Topics
5,2,,,28516,Emily Thornbury,,English,166,001,B,Letter Grade,B,Special Topics
5,7,,,28519,Elizabeth Abel,,English,171,001,B,Letter Grade,B,Lit And Sexual Iden
5,2,,,28522,Celeste Langan,,English,175,001,B,Letter Grade,B,Lit And Disability
