Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,1,,,27971,Carmen Castillo; Mark Goble,,English,R1A,007,A,Letter Grade,A,Reading And Comp
2,1,,,27974,Marisa Knox; Mark Goble,,English,R1A,008,A,Letter Grade,A,Reading And Comp
2,10,,,27977,Joseph Jordan,,English,R1A,009,A,Letter Grade,A,Reading And Comp
2,2,,,27980,Christopher Fan; Mark Goble,,English,R1A,010,A,Letter Grade,A,Reading And Comp
2,2,,,27983,Daniel Clinton; Mark Goble,,English,R1A,011,A,Letter Grade,A,Reading And Comp
2,2,,,27989,Mark Goble; Samia Rahimtoola,,English,R1A,013,A,Letter Grade,A,Reading And Comp
2,2,,,27995,Brian Gillis; Mark Goble,,English,R1B,001,A,Letter Grade,A,Reading And Comp
2,2,,,27998,Mark Goble; Swati Rana,,English,R1B,002,A,Letter Grade,A,Reading And Comp
2,3,,,28001,Alexander Jeziorek; Mark Goble,,English,R1B,003,A,Letter Grade,A,Reading And Comp
2,2,,,28010,Luke Terlaak Poot; Mark Goble,,English,R1B,006,A,Letter Grade,A,Reading And Comp
2,11,,,28013,Andrea Seeger; Mark Goble,,English,R1B,007,A,Letter Grade,A,Reading And Comp
2,3,,,28016,Jonathan Shelley; Mark Goble,,English,R1B,008,A,Letter Grade,A,Reading And Comp
2,1,,,28019,Benjamin Cannon; Mark Goble,,English,R1B,009,A,Letter Grade,A,Reading And Comp
2,4,,,28022,Ella Mershon; Mark Goble,,English,R1B,010,A,Letter Grade,A,Reading And Comp
2,1,,,28025,Mark Goble; Tracy Auclair,,English,R1B,011,A,Letter Grade,A,Reading And Comp
2,7,,,28028,Lauren Naturale; Mark Goble,,English,R1B,012,A,Letter Grade,A,Reading And Comp
2,3,,,28034,Mark Bauer; Mark Goble,,English,R1B,014,A,Letter Grade,A,Reading And Comp
2,2,,,28037,Zachary Gordon,,English,R1B,015,A,Letter Grade,A,Reading And Comp
2,5,,,28040,Mark Goble; Ruth Baldwin,,English,R1B,016,A,Letter Grade,A,Reading And Comp
2,2,,,28043,David Menilla; Mark Goble,,English,R1B,017,A,Letter Grade,A,Reading And Comp
2,2,,,28046,Mark Goble; Nilofar Gardezi,,English,R1B,018,A,Letter Grade,A,Reading And Comp
2,1,,,28049,Amy Lee; Mark Goble,,English,R1B,019,A,Letter Grade,A,Reading And Comp
2,8,,,28052,Blake Hausman,,English,R1B,020,A,Letter Grade,A,Reading And Comp
2,8,,,28058,Joseph Jordan,,English,R1B,022,A,Letter Grade,A,Reading And Comp
2,3,,,28061,Javier Huerta; Mark Goble,,English,R1B,023,A,Letter Grade,A,Reading And Comp
2,10,,,28064,Blake Hausman,,English,R1B,024,A,Letter Grade,A,Reading And Comp
2,7,,,28067,Adam Ahmed; Mark Goble,,English,R1B,025,A,Letter Grade,A,Reading And Comp
2,8,,,28070,Joseph Jordan,,English,R1B,026,A,Letter Grade,A,Reading And Comp
2,6,,,28073,Mark Goble; Rachel Trocchio,,English,R1B,027,A,Letter Grade,A,Reading And Comp
2,12,,,28076,Blake Hausman,,English,R1B,028,A,Letter Grade,A,Reading And Comp
2,4,,,28079,Kenneth Speirs,,English,R1B,029,A,Letter Grade,A,Reading And Comp
2,5,,,28082,Kenneth Speirs,,English,R1B,030,A,Letter Grade,A,Reading And Comp
2,13,,,28085,Vikram Chandra,,English,43A,001,A,Letter Grade,A,Intro/Writ Fiction
2,4,,,28088,Lyn Hejinian; Megan Pugh,,English,43B,001,A,Letter Grade,A,Intro/Writing Verse
2,11,,,28091,Oliver Arnold,,English,45A,001,A,Letter Grade,A,Lit In English
2,5,,,28103,Emily Thornbury,,English,45A,002,A,Letter Grade,A,Lit In English
2,15,,,28112,Kent Puckett,,English,45B,001,A,Letter Grade,A,Lit In English
2,14,,,28124,Ian Duncan,,English,45B,002,A,Letter Grade,A,Lit In English
2,11,,,28136,Katherine Snyder,,English,45C,001,A,Letter Grade,A,Lit In English
2,7,,,28148,Charles Blanton,,English,45C,002,A,Letter Grade,A,Lit In English
2,6,,,28229,Kristin Hanson,,English,101,001,A,Letter Grade,A,History Eng Lang
2,10,,,28232,Steven Goldsmith,,English,C107,001,A,Letter Grade,A,Bible/Lit
2,26,,,28235,Robert Hass,,English,117B,001,A,Letter Grade,A,Shakespeare
2,13,,,28238,Jeffrey Knapp,,English,117S,001,A,Letter Grade,A,Shakespeare
2,7,,,28241,Kevis Bea Goodman,,English,118,001,A,Letter Grade,A,Milton
2,20,,,28244,Joanna Picciotto,,English,119,001,A,Letter Grade,A,Lit Rest & Ear 18 C
2,8,,,28250,Janet Sorensen,,English,125A,001,A,Letter Grade,A,English Novel
2,10,,,28253,Irina Paperno,,English,125C,001,A,Letter Grade,A,European Novel
2,20,,,28256,Donald Mcquade,,English,130B,001,A,Letter Grade,A,Amer Lit: 1800-1865
2,15,,,28259,Todd Carmody,,English,130D,001,A,Letter Grade,A,Am Lit: 1900-45
2,12,,,28262,Bryan Wagner,,English,133B,001,A,Letter Grade,A,Af Am Since 1917
2,6,,,28265,Abdul Janmohamed,,English,133T,001,A,Letter Grade,A,Topics Af Am
2,30,,,28268,Eric Falci,,English,134,001,A,Letter Grade,A,Contemp Lit
2,8,,,28271,Richard Hutson,,English,C136,001,A,Letter Grade,A,American Studies
2,7,,,28274,Genaro Padilla,,English,137T,001,A,Letter Grade,A,Topics Chic Lit/Cul
2,11,,,28277,Melanie Chandra,,English,141,001,A,Letter Grade,A,Modes Of Writing
2,9,,,28280,Vikram Chandra,,English,143A,001,A,Letter Grade,A,Short Fiction
2,5,,,28283,Bharati Blaise,,English,143A,002,A,Letter Grade,A,Short Fiction
2,12,,,28286,John Shoptaw,,English,143B,001,A,Letter Grade,A,Verse
2,11,,,28289,Daniel Alarcon,,English,143C,001,A,Letter Grade,A,Long Narrative
2,10,,,28292,Georgina Kleege,,English,143N,001,A,Letter Grade,A,Prose Nonfiction
2,5,,,28295,Mary Gallagher,,English,143N,002,A,Letter Grade,A,Prose Nonfiction
2,8,,,28298,Cecil Giscombe,,English,143N,003,A,Letter Grade,A,Prose Nonfiction
2,13,,,28301,Robert Hass,,English,143T,001,A,Letter Grade,A,Poetry Trans Wkshp
2,9,,,28303,Dorothy Hale,,English,161,001,A,Letter Grade,A,Int To Lit Theory
2,2,,,28304,John Campion,,English,165,001,A,Letter Grade,A,Special Topics
2,9,,,28307,Todd Carmody,,English,165,002,A,Letter Grade,A,Special Topics
2,4,,,28313,Mark Danner,,English,165,004,A,Letter Grade,A,Special Topics
2,9,,,28319,Bharati Blaise,,English,166,002,A,Letter Grade,A,Special Topics
2,7,,,28322,Scott Saul,,English,166AC,001,A,Letter Grade,A,Spe Top Am Cultures
2,14,,,28340,Donald Mcquade,,English,176,001,A,Letter Grade,A,Lit & Pop Culture
2,9,,,28343,Georgina Kleege,,English,180A,001,A,Letter Grade,A,Autobiography
2,9,,,28346,Maura Nolan,,English,180E,001,A,Letter Grade,A,Epic
2,18,,,28348,Donna Jones,,English,180Z,001,A,Letter Grade,A,Science Fiction
2,9,,,28352,Eric Falci,,English,190,002,A,Letter Grade,A,Research Seminar
2,7,,,28358,Kathleen Donegan,,English,190,004,A,Letter Grade,A,Research Seminar
2,3,,,28361,Zachary Gordon,,English,190,005,A,Letter Grade,A,Research Seminar
2,14,,,28364,Mitchell Breitwieser,,English,190,006,A,Letter Grade,A,Research Seminar
2,3,,,28367,Cecil Giscombe,,English,190,007,A,Letter Grade,A,Research Seminar
2,3,,,28370,Andrea Lankin,,English,190,008,A,Letter Grade,A,Research Seminar
2,4,,,28373,John Shoptaw,,English,190,009,A,Letter Grade,A,Research Seminar
2,9,,,28376,Robert Hirst,,English,190,010,A,Letter Grade,A,Research Seminar
2,2,,,28379,Jeffrey Knapp,,English,190,011,A,Letter Grade,A,Research Seminar
2,6,,,28382,Samuel Otter,,English,190,012,A,Letter Grade,A,Research Seminar
2,6,,,28391,George Starr,,English,190,015,A,Letter Grade,A,Research Seminar
2,6,,,28394,Julia Bader,,English,190,016,A,Letter Grade,A,Research Seminar
2,9,,,28400,D Miller,,English,H195B,001,A,Letter Grade,A,Honors Course
2,12,,,28550,Kevis Bea Goodman,,English,203,001,A,Letter Grade,A,Graduate Readings
2,6,,,28553,Katherine O'Brien O'Keeffe,,English,203,002,A,Letter Grade,A,Graduate Readings
2,1,,,28556,Abdul Janmohamed,,English,203,003,A,Letter Grade,A,Graduate Readings
2,8,,,28559,Ian Duncan,,English,203,004,A,Letter Grade,A,Graduate Readings
2,9,,,28562,Steven Justice,,English,211,001,A,Letter Grade,A,Chaucer
2,5,,,28568,Thomas Farber,,English,243N,001,A,Letter Grade,A,Pr Nonfic Wr Wkshp
2,7,,,28574,R Gonzalez,,English,250,001,A,Letter Grade,A,Research Seminars
2,3,,,28577,David Landreth,,English,250,002,A,Letter Grade,A,Research Seminars
2,3,,,28586,Charles Altieri,,English,298,002,A,Letter Grade,A,Special Studies
2,1,,,28589,Oliver Arnold,,English,298,003,A,Letter Grade,A,Special Studies
2,6,,,28598,Charles Blanton,,English,298,006,A,Letter Grade,A,Special Studies
2,7,,,28607,Ian Duncan,,English,298,009,A,Letter Grade,A,Special Studies
2,1,,,28610,Eric Falci,,English,298,010,A,Letter Grade,A,Special Studies
2,1,,,28616,Steven Goldsmith,,English,298,012,A,Letter Grade,A,Special Studies
2,2,,,28622,Kevis Bea Goodman,,English,298,014,A,Letter Grade,A,Special Studies
2,3,,,28625,Dorothy Hale,,English,298,015,A,Letter Grade,A,Special Studies
2,1,,,28634,Lyn Hejinian,,English,298,018,A,Letter Grade,A,Special Studies
2,1,,,28637,Abdul Janmohamed,,English,298,019,A,Letter Grade,A,Special Studies
2,1,,,28640,Steven Justice,,English,298,020,A,Letter Grade,A,Special Studies
2,1,,,28643,Victoria Kahn,,English,298,021,A,Letter Grade,A,Special Studies
2,1,,,28646,Jeffrey Knapp,,English,298,022,A,Letter Grade,A,Special Studies
2,3,,,28649,David Landreth,,English,298,023,A,Letter Grade,A,Special Studies
2,3,,,28655,Colleen Lye,,English,298,025,A,Letter Grade,A,Special Studies
2,1,,,28664,Maura Nolan,,English,298,028,A,Letter Grade,A,Special Studies
2,1,,,28670,Katherine O'Brien O'Keeffe,,English,298,030,A,Letter Grade,A,Special Studies
2,3,,,28673,Samuel Otter,,English,298,031,A,Letter Grade,A,Special Studies
2,1,,,28676,Genaro Padilla,,English,298,032,A,Letter Grade,A,Special Studies
2,3,,,28679,Joanna Picciotto,,English,298,033,A,Letter Grade,A,Special Studies
2,2,,,28682,Kent Puckett,,English,298,034,A,Letter Grade,A,Special Studies
2,1,,,28694,James Turner,,English,298,038,A,Letter Grade,A,Special Studies
2,2,,,28697,Bryan Wagner,,English,298,039,A,Letter Grade,A,Special Studies
2,1,,,28700,Hertha Wong,,English,298,040,A,Letter Grade,A,Special Studies
2,1,,,28709,Donald Mcquade,,English,298,043,A,Letter Grade,A,Special Studies
2,2,,,28724,Charles Altieri,,English,299,001,A,Letter Grade,A,Special Study
2,1,,,28727,Scott Saul,,English,299,002,A,Letter Grade,A,Special Study
2,1,,,28736,Richard Hutson,,English,299,005,A,Letter Grade,A,Special Study
2,2,,,28739,Charles Blanton,,English,299,006,A,Letter Grade,A,Special Study
3,3,,,27953,Khalil Sullivan; Mark Goble,,English,R1A,001,A,Letter Grade,A-,Reading And Comp
3,7,,,27956,Benjamin Cullen; Mark Goble,,English,R1A,002,A,Letter Grade,A-,Reading And Comp
3,10,,,27959,Jonathan Larner-Lewis; Mark Goble,,English,R1A,003,A,Letter Grade,A-,Reading And Comp
3,2,,,27962,Charity Ketz; Mark Goble,,English,R1A,004,A,Letter Grade,A-,Reading And Comp
3,10,,,27965,Mark Goble; Stephanie Moore,,English,R1A,005,A,Letter Grade,A-,Reading And Comp
3,4,,,27968,Joshua Weiner; Mark Goble,,English,R1A,006,A,Letter Grade,A-,Reading And Comp
3,7,,,27971,Carmen Castillo; Mark Goble,,English,R1A,007,A,Letter Grade,A-,Reading And Comp
3,7,,,27974,Marisa Knox; Mark Goble,,English,R1A,008,A,Letter Grade,A-,Reading And Comp
3,3,,,27977,Joseph Jordan,,English,R1A,009,A,Letter Grade,A-,Reading And Comp
3,4,,,27980,Christopher Fan; Mark Goble,,English,R1A,010,A,Letter Grade,A-,Reading And Comp
3,7,,,27983,Daniel Clinton; Mark Goble,,English,R1A,011,A,Letter Grade,A-,Reading And Comp
3,3,,,27989,Mark Goble; Samia Rahimtoola,,English,R1A,013,A,Letter Grade,A-,Reading And Comp
3,3,,,27995,Brian Gillis; Mark Goble,,English,R1B,001,A,Letter Grade,A-,Reading And Comp
3,11,,,27998,Mark Goble; Swati Rana,,English,R1B,002,A,Letter Grade,A-,Reading And Comp
3,5,,,28001,Alexander Jeziorek; Mark Goble,,English,R1B,003,A,Letter Grade,A-,Reading And Comp
3,3,,,28010,Luke Terlaak Poot; Mark Goble,,English,R1B,006,A,Letter Grade,A-,Reading And Comp
3,2,,,28013,Andrea Seeger; Mark Goble,,English,R1B,007,A,Letter Grade,A-,Reading And Comp
3,6,,,28016,Jonathan Shelley; Mark Goble,,English,R1B,008,A,Letter Grade,A-,Reading And Comp
3,3,,,28019,Benjamin Cannon; Mark Goble,,English,R1B,009,A,Letter Grade,A-,Reading And Comp
3,3,,,28022,Ella Mershon; Mark Goble,,English,R1B,010,A,Letter Grade,A-,Reading And Comp
3,7,,,28025,Mark Goble; Tracy Auclair,,English,R1B,011,A,Letter Grade,A-,Reading And Comp
3,5,,,28028,Lauren Naturale; Mark Goble,,English,R1B,012,A,Letter Grade,A-,Reading And Comp
3,3,,,28034,Mark Bauer; Mark Goble,,English,R1B,014,A,Letter Grade,A-,Reading And Comp
3,2,,,28037,Zachary Gordon,,English,R1B,015,A,Letter Grade,A-,Reading And Comp
3,1,,,28040,Mark Goble; Ruth Baldwin,,English,R1B,016,A,Letter Grade,A-,Reading And Comp
3,3,,,28043,David Menilla; Mark Goble,,English,R1B,017,A,Letter Grade,A-,Reading And Comp
3,8,,,28046,Mark Goble; Nilofar Gardezi,,English,R1B,018,A,Letter Grade,A-,Reading And Comp
3,3,,,28049,Amy Lee; Mark Goble,,English,R1B,019,A,Letter Grade,A-,Reading And Comp
3,3,,,28052,Blake Hausman,,English,R1B,020,A,Letter Grade,A-,Reading And Comp
3,5,,,28058,Joseph Jordan,,English,R1B,022,A,Letter Grade,A-,Reading And Comp
3,3,,,28061,Javier Huerta; Mark Goble,,English,R1B,023,A,Letter Grade,A-,Reading And Comp
3,4,,,28064,Blake Hausman,,English,R1B,024,A,Letter Grade,A-,Reading And Comp
3,5,,,28067,Adam Ahmed; Mark Goble,,English,R1B,025,A,Letter Grade,A-,Reading And Comp
3,5,,,28070,Joseph Jordan,,English,R1B,026,A,Letter Grade,A-,Reading And Comp
3,4,,,28073,Mark Goble; Rachel Trocchio,,English,R1B,027,A,Letter Grade,A-,Reading And Comp
3,3,,,28076,Blake Hausman,,English,R1B,028,A,Letter Grade,A-,Reading And Comp
3,8,,,28079,Kenneth Speirs,,English,R1B,029,A,Letter Grade,A-,Reading And Comp
3,6,,,28082,Kenneth Speirs,,English,R1B,030,A,Letter Grade,A-,Reading And Comp
3,2,,,28088,Lyn Hejinian; Megan Pugh,,English,43B,001,A,Letter Grade,A-,Intro/Writing Verse
3,20,,,28091,Oliver Arnold,,English,45A,001,A,Letter Grade,A-,Lit In English
3,8,,,28103,Emily Thornbury,,English,45A,002,A,Letter Grade,A-,Lit In English
3,24,,,28112,Kent Puckett,,English,45B,001,A,Letter Grade,A-,Lit In English
3,25,,,28124,Ian Duncan,,English,45B,002,A,Letter Grade,A-,Lit In English
3,18,,,28136,Katherine Snyder,,English,45C,001,A,Letter Grade,A-,Lit In English
3,28,,,28148,Charles Blanton,,English,45C,002,A,Letter Grade,A-,Lit In English
3,1,,,28229,Kristin Hanson,,English,101,001,A,Letter Grade,A-,History Eng Lang
3,21,,,28232,Steven Goldsmith,,English,C107,001,A,Letter Grade,A-,Bible/Lit
3,28,,,28235,Robert Hass,,English,117B,001,A,Letter Grade,A-,Shakespeare
3,21,,,28238,Jeffrey Knapp,,English,117S,001,A,Letter Grade,A-,Shakespeare
3,11,,,28241,Kevis Bea Goodman,,English,118,001,A,Letter Grade,A-,Milton
3,10,,,28244,Joanna Picciotto,,English,119,001,A,Letter Grade,A-,Lit Rest & Ear 18 C
3,28,,,28250,Janet Sorensen,,English,125A,001,A,Letter Grade,A-,English Novel
3,11,,,28253,Irina Paperno,,English,125C,001,A,Letter Grade,A-,European Novel
3,20,,,28256,Donald Mcquade,,English,130B,001,A,Letter Grade,A-,Amer Lit: 1800-1865
3,13,,,28259,Todd Carmody,,English,130D,001,A,Letter Grade,A-,Am Lit: 1900-45
3,21,,,28262,Bryan Wagner,,English,133B,001,A,Letter Grade,A-,Af Am Since 1917
3,4,,,28265,Abdul Janmohamed,,English,133T,001,A,Letter Grade,A-,Topics Af Am
3,42,,,28268,Eric Falci,,English,134,001,A,Letter Grade,A-,Contemp Lit
3,4,,,28271,Richard Hutson,,English,C136,001,A,Letter Grade,A-,American Studies
3,6,,,28274,Genaro Padilla,,English,137T,001,A,Letter Grade,A-,Topics Chic Lit/Cul
3,25,,,28277,Melanie Chandra,,English,141,001,A,Letter Grade,A-,Modes Of Writing
3,6,,,28280,Vikram Chandra,,English,143A,001,A,Letter Grade,A-,Short Fiction
3,3,,,28283,Bharati Blaise,,English,143A,002,A,Letter Grade,A-,Short Fiction
3,2,,,28289,Daniel Alarcon,,English,143C,001,A,Letter Grade,A-,Long Narrative
3,3,,,28292,Georgina Kleege,,English,143N,001,A,Letter Grade,A-,Prose Nonfiction
3,2,,,28295,Mary Gallagher,,English,143N,002,A,Letter Grade,A-,Prose Nonfiction
3,2,,,28298,Cecil Giscombe,,English,143N,003,A,Letter Grade,A-,Prose Nonfiction
3,2,,,28303,Dorothy Hale,,English,161,001,A,Letter Grade,A-,Int To Lit Theory
3,3,,,28304,John Campion,,English,165,001,A,Letter Grade,A-,Special Topics
3,5,,,28307,Todd Carmody,,English,165,002,A,Letter Grade,A-,Special Topics
3,6,,,28313,Mark Danner,,English,165,004,A,Letter Grade,A-,Special Topics
3,3,,,28319,Bharati Blaise,,English,166,002,A,Letter Grade,A-,Special Topics
3,13,,,28322,Scott Saul,,English,166AC,001,A,Letter Grade,A-,Spe Top Am Cultures
3,19,,,28340,Donald Mcquade,,English,176,001,A,Letter Grade,A-,Lit & Pop Culture
3,12,,,28343,Georgina Kleege,,English,180A,001,A,Letter Grade,A-,Autobiography
3,11,,,28346,Maura Nolan,,English,180E,001,A,Letter Grade,A-,Epic
3,26,,,28348,Donna Jones,,English,180Z,001,A,Letter Grade,A-,Science Fiction
3,4,,,28352,Eric Falci,,English,190,002,A,Letter Grade,A-,Research Seminar
3,9,,,28358,Kathleen Donegan,,English,190,004,A,Letter Grade,A-,Research Seminar
3,2,,,28361,Zachary Gordon,,English,190,005,A,Letter Grade,A-,Research Seminar
3,4,,,28364,Mitchell Breitwieser,,English,190,006,A,Letter Grade,A-,Research Seminar
3,6,,,28367,Cecil Giscombe,,English,190,007,A,Letter Grade,A-,Research Seminar
3,2,,,28370,Andrea Lankin,,English,190,008,A,Letter Grade,A-,Research Seminar
3,5,,,28373,John Shoptaw,,English,190,009,A,Letter Grade,A-,Research Seminar
3,5,,,28376,Robert Hirst,,English,190,010,A,Letter Grade,A-,Research Seminar
3,9,,,28379,Jeffrey Knapp,,English,190,011,A,Letter Grade,A-,Research Seminar
3,7,,,28391,George Starr,,English,190,015,A,Letter Grade,A-,Research Seminar
3,4,,,28394,Julia Bader,,English,190,016,A,Letter Grade,A-,Research Seminar
3,4,,,28400,D Miller,,English,H195B,001,A,Letter Grade,A-,Honors Course
3,1,,,28559,Ian Duncan,,English,203,004,A,Letter Grade,A-,Graduate Readings
4,4,,,27953,Khalil Sullivan; Mark Goble,,English,R1A,001,B,Letter Grade,B+,Reading And Comp
4,3,,,27956,Benjamin Cullen; Mark Goble,,English,R1A,002,B,Letter Grade,B+,Reading And Comp
4,4,,,27959,Jonathan Larner-Lewis; Mark Goble,,English,R1A,003,B,Letter Grade,B+,Reading And Comp
4,1,,,27965,Mark Goble; Stephanie Moore,,English,R1A,005,B,Letter Grade,B+,Reading And Comp
4,7,,,27968,Joshua Weiner; Mark Goble,,English,R1A,006,B,Letter Grade,B+,Reading And Comp
4,3,,,27971,Carmen Castillo; Mark Goble,,English,R1A,007,B,Letter Grade,B+,Reading And Comp
4,4,,,27974,Marisa Knox; Mark Goble,,English,R1A,008,B,Letter Grade,B+,Reading And Comp
4,1,,,27977,Joseph Jordan,,English,R1A,009,B,Letter Grade,B+,Reading And Comp
4,2,,,27980,Christopher Fan; Mark Goble,,English,R1A,010,B,Letter Grade,B+,Reading And Comp
4,4,,,27983,Daniel Clinton; Mark Goble,,English,R1A,011,B,Letter Grade,B+,Reading And Comp
4,3,,,27989,Mark Goble; Samia Rahimtoola,,English,R1A,013,B,Letter Grade,B+,Reading And Comp
4,2,,,27995,Brian Gillis; Mark Goble,,English,R1B,001,B,Letter Grade,B+,Reading And Comp
4,3,,,27998,Mark Goble; Swati Rana,,English,R1B,002,B,Letter Grade,B+,Reading And Comp
4,5,,,28001,Alexander Jeziorek; Mark Goble,,English,R1B,003,B,Letter Grade,B+,Reading And Comp
4,5,,,28010,Luke Terlaak Poot; Mark Goble,,English,R1B,006,B,Letter Grade,B+,Reading And Comp
4,1,,,28013,Andrea Seeger; Mark Goble,,English,R1B,007,B,Letter Grade,B+,Reading And Comp
4,2,,,28016,Jonathan Shelley; Mark Goble,,English,R1B,008,B,Letter Grade,B+,Reading And Comp
4,4,,,28019,Benjamin Cannon; Mark Goble,,English,R1B,009,B,Letter Grade,B+,Reading And Comp
4,4,,,28022,Ella Mershon; Mark Goble,,English,R1B,010,B,Letter Grade,B+,Reading And Comp
4,3,,,28025,Mark Goble; Tracy Auclair,,English,R1B,011,B,Letter Grade,B+,Reading And Comp
4,2,,,28028,Lauren Naturale; Mark Goble,,English,R1B,012,B,Letter Grade,B+,Reading And Comp
4,5,,,28034,Mark Bauer; Mark Goble,,English,R1B,014,B,Letter Grade,B+,Reading And Comp
4,7,,,28037,Zachary Gordon,,English,R1B,015,B,Letter Grade,B+,Reading And Comp
4,2,,,28040,Mark Goble; Ruth Baldwin,,English,R1B,016,B,Letter Grade,B+,Reading And Comp
4,5,,,28043,David Menilla; Mark Goble,,English,R1B,017,B,Letter Grade,B+,Reading And Comp
4,2,,,28046,Mark Goble; Nilofar Gardezi,,English,R1B,018,B,Letter Grade,B+,Reading And Comp
4,5,,,28049,Amy Lee; Mark Goble,,English,R1B,019,B,Letter Grade,B+,Reading And Comp
4,4,,,28052,Blake Hausman,,English,R1B,020,B,Letter Grade,B+,Reading And Comp
4,3,,,28058,Joseph Jordan,,English,R1B,022,B,Letter Grade,B+,Reading And Comp
4,5,,,28061,Javier Huerta; Mark Goble,,English,R1B,023,B,Letter Grade,B+,Reading And Comp
4,2,,,28064,Blake Hausman,,English,R1B,024,B,Letter Grade,B+,Reading And Comp
4,5,,,28067,Adam Ahmed; Mark Goble,,English,R1B,025,B,Letter Grade,B+,Reading And Comp
4,3,,,28070,Joseph Jordan,,English,R1B,026,B,Letter Grade,B+,Reading And Comp
