Semester,Class,Class Number,Section Number,Title,Author(s),Gender,Number Students
Fall 2016,Reading and Composition:  Queer/of Color Cultural Productions,English R1B,13,M. Butterfly,['David Henry Hwang'],male,17
Fall 2016,Reading and Composition:  Queer/of Color Cultural Productions,English R1B,13,Drowning in Fire,['Craig S. Womack'],male,17
Fall 2016,Reading & Composition,English R1B,14,The Soul of Anime,['Ian Condry'],unknown,13
Fall 2016,Reading & Composition,English R1B,14,"The Anime Machine, A Media Theory of Animation",['Thomas LaMarre'],male,13
Fall 2016,Reading & Composition,English R1B,14,"Hayao Miyazaki, Master of Japanese Animation",['Helen McCarthy'],female,13
Fall 2016,Reading & Composition,English R1B,14,"Anime, From Akira to Howl's Moving Castle",['Susan J. Napier'],female,13
Fall 2016,Reading & Composition,English R1B,14,The Films of Hayao Miyasaki and Asao Takahata,['Hayao Miyazaki'],male,13
Fall 2016,Reading & Composition,English R1B,15,The Soul of Anime,['Ian Condry'],unknown,9
Fall 2016,Reading & Composition,English R1B,15,"The Anime Machine, A Media Theory of Animation",['Thomas LaMarre'],male,9
Fall 2016,Reading & Composition,English R1B,15,"Hayao Miyazaki, Master of Japanese Animation",['Helen McCarthy'],female,9
Fall 2016,Reading & Composition,English R1B,15,"Anime, From Akira to Howl's Moving Castle",['Susan J. Napier'],female,9
Fall 2016,Reading & Composition,English R1B,15,The Films of Hayao Miyasaki and Asao Takahata,['Hayao Miyazaki'],male,9
Fall 2016,Freshman Seminar:  Reading Walden Carefully,English 24,1,Walden,['Henry David Thoreau'],male,12
Fall 2016,Freshman Seminar:  Graphic Journalism: Reading Joe Sacco's Palestine,English 24,3,Understanding Comics: The Invisible Art,['Scott McCloud'],male,10
Fall 2016,Freshman Seminar:  Graphic Journalism: Reading Joe Sacco's Palestine,English 24,3,Palestine,['Joe Sacco'],male,10
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,Americanah,['Chimamanda Ngozi Adichie'],female,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,The Brief Wondrous Life of Oscar Wao,['Junot Daz'],Could not find author,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,Sin Nombre,['Tey Marianna Nunn'],unknown,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,Gentleman's Agreement,['Laura Z. Hobson'],female,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,Lucy,['Jamaica Kincaid'],female,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,The Beast,['Oscar Martinez'],male,48
Fall 2016,Literature of American Cultures:  Immigrant Inscriptions,English 31AC,1,West Side Story,['Irving Shulman'],male,48
Fall 2016,Literature in English:  Through Milton,English 45A,1,The Canterbury Tales: A Selection,['Geoffrey Chaucer'],male,65
Fall 2016,Literature in English:  Through Milton,English 45A,1,Poetry,['Jeffrey Wainwright'],male,65
Fall 2016,Literature in English:  Through Milton,English 45A,1,Paradise Lost,['John Milton'],male,65
Fall 2016,Literature in English:  Through Milton,English 45A,1,Macbeth,['William Shakespeare'],male,65
Fall 2016,Literature in English:  Through Milton,English 45A,1,Sonnets,['Katherine Duncan-Jones'],male,65
Fall 2016,Literature in English:  Through Milton,English 45A,2,"The Canterbury Tales, ed. Jill Mann",['Geoffrey Chaucer'],male,51
Fall 2016,Literature in English:  Through Milton,English 45A,2,John Donne's Poetry,"['John Donne', 'Donald R. Dickson']",Multiple Authors,51
Fall 2016,Literature in English:  Through Milton,English 45A,2,Beowulf: A New Verse Translation,['Seamus Heaney'],male,51
Fall 2016,Literature in English:  Through Milton,English 45A,2,"Doctor Faustus, ed. David Wootton","['Colin Teevan', 'Christopher Marlowe']",Multiple Authors,51
Fall 2016,Literature in English:  Through Milton,English 45A,2,"Paradise Lost, ed. William Kerrigan et al.",['Leland Ryken'],male,51
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Pride and Prejudice,['Jane Austen'],female,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Robinson Crusoe,['Daniel Defoe'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,The Beggar's Opera,['John Gay'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Benito Cereno,['Herman Melville'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Essay on Criticism,['Alexander Pope'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Frankenstein,['Mary Wollstonecraft Shelley'],female,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,A Sentimental Journey Through France and Italy,['Laurence Sterne'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Gulliver's Travels,['Jonathan Swift'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,Leaves of Grass (1855 edition),['Walt Whitman'],male,65
Fall 2016,Literature in English:  Late-17th through Mid-19th Centuries,English 45B,2,The Prelude (1805 text),['William Wordsworth'],male,65
Fall 2016,Literature in English:  Late-19th through the 20th Century,English 45C,1,Selected Poems,['e. e. cummings'],male,99
Fall 2016,Literature in English:  Late-19th through the 20th Century,English 45C,1,The Sound and the Fury,['William Faulkner'],male,99
Fall 2016,Literature in English:  Late-19th through the 20th Century,English 45C,1,Their Eyes Were Watching God,['Zora Neale Hurston'],female,99
Fall 2016,Literature in English:  Late-19th through the 20th Century,English 45C,1,Dubliners,['Mary Power'],unknown,99
Fall 2016,Literature in English:  Late-19th through the 20th Century,English 45C,1,Mrs. Dalloway,['Virginia Woolf'],male,99
Fall 2016,Sophomore Seminar:  The Coen Brothers,English 84,1,Interpreter of Maladies,['Jhumpa Lahiri'],female,14
Fall 2016,Introduction to Old English,English 104,1,"The Cambridge Old English Reader, 2nd ed.",['Richard Marsden'],male,35
Fall 2016,Introduction to Old English,English 104,1,A Gentle Introduction to Old English,['Murray McGillivray'],unknown,35
Fall 2016,"Medieval Literature:  Heaven, Hell, and Fairyland: Visions of Other Worlds in Medieval British Literature",English 110,1,The Gawain Poet: Complete Works,['Marie Borroff'],female,55
Fall 2016,"Medieval Literature:  Heaven, Hell, and Fairyland: Visions of Other Worlds in Medieval British Literature",English 110,1,The Mabinogion,Could not find author,,55
Fall 2016,"Medieval Literature:  Heaven, Hell, and Fairyland: Visions of Other Worlds in Medieval British Literature",English 110,1,Visions of Heaven and Hell Before Dante,['Eileen Gardiner'],female,55
Fall 2016,"Medieval Literature:  Heaven, Hell, and Fairyland: Visions of Other Worlds in Medieval British Literature",English 110,1,Old and Middle English c. 890c. 1450: an Anthology. 3rd edition.,['Elaine Treharne'],female,55
Fall 2016,Shakespeare:  Shakespeare after 1600,English 117B,1,"The Norton Shakespeare, 3rd Ed., Volume 2: Later Plays","['Stephen Greenblatt', 'Walter Cohen', 'Jean E. Howard', 'Katharine Eisaman Maus', 'Gordon McMullan', 'Suzanne Gossett']",Multiple Authors,62
Fall 2016,Shakespeare in the Theater:  Performing Shakespeare: Troilus and Cressida,English 117T,1,"Troilus and Cressida, ed. Anthony B. Dawson","['William Shakespeare', 'Anthony B. Dawson']",Multiple Authors,21
Fall 2016,The Romantic Period,English 121,1,Persuasion,['Jane Austen'],female,34
Fall 2016,The Romantic Period,English 121,1,Blake's Poetry and Designs,['William Blake'],male,34
Fall 2016,The Romantic Period,English 121,1,Major Works,"['Francis Bacon', 'Brian Vickers']",Multiple Authors,34
Fall 2016,The Romantic Period,English 121,1,Complete Poetry and Selected Letters,['John Keats'],male,34
Fall 2016,The Romantic Period,English 121,1,Frankenstein,['Mary Wollstonecraft Shelley'],female,34
Fall 2016,The Romantic Period,English 121,1,The Prelude,['WILLIAM WORDSWORTH'],male,34
Fall 2016,The Romantic Period,English 121,1,Lyrical Ballads,"['William Wordsworth', 'Samuel Taylor Coleridge']",Multiple Authors,34
Fall 2016,The 20th-Century Novel,English 125D,1,Things Fall Apart,['Chinua Achebe'],male,46
Fall 2016,The 20th-Century Novel,English 125D,1,Never Let Me Go,['Kazuo Ishiguro'],male,46
Fall 2016,The 20th-Century Novel,English 125D,1,Mrs. Dalloway,['Virginia Woolf'],male,46
Fall 2016,The 20th-Century Novel,English 125D,1,La Bete Humaine,['mile Zola'],male,46
Fall 2016,American Poetry,English 131,1,Time down to Mind,['Graham Foust'],male,46
Fall 2016,American Poetry,English 131,1,Other People's Comfort Keeps Me up at Night,['Morgan Parker'],unknown,46
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,Conjure Tales and Other Stories of the Color Line,['Charles Waddell Chesnutt'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,The Marrow of Tradition,['Charles Waddell Chesnutt'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,The Portable Frederick Douglass,['Frederick Douglass'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,The Souls of Black Folk,['W. E. B. Du Bois'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,The Interesting Narrative and Other Writings,['Olaudah Equiano'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,"Iola Leroy, or Shadows Uplifted",['Frances Ellen Watkins Harper'],female,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,Of One Blood,['Pauline Hopkins'],female,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,Incidents in the Life of a Slave Girl,['Harriet Ann Jacobs'],female,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,Appeal to the Coloured Citizens of the World,['David Walker'],male,24
Fall 2016,African American Literature and Culture Before 1917,English 133A,1,Complete Writings,['Phillis Wheatley'],female,24
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Top 40,['Official Charts Company'],Could not find author,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Beast Feast,['Douglas Florian'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Between the World and Me,['Ta-Nehisi Coates'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Open City,['Teju Cole'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Sprawl,['Robert Bruegmann'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,The Brief Wondrous Life of Oscar Wao,['Junot Daz'],Could not find author,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Event Factory,['Renee Gladman'],female,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,10:04,['Ben Lerner'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,The Service Porch,['Fred Moten'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Certain Magical Acts,['Alice Notley'],male,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Citizen: An American Lyric,['Claudia Rankine'],female,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,Nilling,['Lisa Robertson'],female,96
Fall 2016,Contemporary Literature:  21st-Century American Writing,English 134,1,The Army of Lovers,"['David  Buuck', 'Juliana Spahr']",Multiple Authors,96
Fall 2016,Studies in World Literature in English:  Global Cities,English 138,1,Behind the Beautiful Forevers,['Katherine Boo'],female,39
Fall 2016,Studies in World Literature in English:  Global Cities,English 138,1,Zoo City,['Lauren Beukes'],female,39
Fall 2016,Studies in World Literature in English:  Global Cities,English 138,1,Open City,['Teju Cole'],male,39
Fall 2016,Studies in World Literature in English:  Global Cities,English 138,1,White Teeth,['Zadie Smith'],male,39
Fall 2016,Short Fiction,English 143A,1,The Best American Short Stories 2015,"['T.C. Boyle', 'Heidi Pitlor']",Multiple Authors,13
Fall 2016,"Prose Nonfiction:  Traveling, Thinking, Writing",English 143N,1,Mississippi Solo,['Eddy Harris'],male,4
Fall 2016,"Prose Nonfiction:  Traveling, Thinking, Writing",English 143N,1,Best American Travel Writing 2015,"['Jason Wilson', 'Professor of Latin American Literature Jason Wilson', 'Andrew McCarthy']",Multiple Authors,4
Fall 2016,"Prose Nonfiction:  Traveling, Thinking, Writing",English 143N,1,Boomer,['Bruce Cannon Gibney'],Could not find author,4
Fall 2016,"Prose Nonfiction:  Traveling, Thinking, Writing",English 143N,1,Where Bigfoot Walks,['Robert Michael Pyle'],male,4
Fall 2016,Introduction to Literary Theory,English 161,1,The Wretched of the Earth,['Frantz Fanon'],male,28
Fall 2016,Introduction to Literary Theory,English 161,1,Feminist Literary Theory and Criticism,"['Sandra M. Gilbert', 'Susan Gubar']",Multiple Authors,28
Fall 2016,Introduction to Literary Theory,English 161,1,Marxism and Literature,['Raymond Williams'],male,28
Fall 2016,Special Topics:  Telling Stories: The Power of Narrative in Academic Writing,English 165,1,How to Write a Sentence,['Stanley Fish'],male,14
Fall 2016,Special Topics:  Telling Stories: The Power of Narrative in Academic Writing,English 165,1,The Elements of Academic Style,['Eric Hayot'],male,14
Fall 2016,Special Topics:  Telling Stories: The Power of Narrative in Academic Writing,English 165,1,Stylish Academic Writing,['Helen Sword'],female,14
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,A Philosophic Enquiry into the Origin of our Ideas of the Sublime and the Beautiful,['Edmund Burke'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,On Picturesque Beauty,['William Gilpin'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,Poems,"['Philodemus', 'Richard Janko']",Multiple Authors,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,Poems,"['Philodemus', 'Richard Janko']",Multiple Authors,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,Analysis of Beauty,['William Hogarth'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,"An Inquiry into the Original of our Ideas of Beauty and Virtue (Part 1: concerning Beauty, Order, Harmony, Design)",['Francis Hutcheson'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,Elements of Criticism,['Lord Henry Home Kames'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,"The Moralists, a Philosophical Rhapsody",['Anthony Ashley Cooper Earl of Shaftesbury'],male,40
Fall 2016,Special Topics:  Aesthetics and the Environment in the Eighteenth Century,English 166,1,Essay on Modern Gardening,['Horace Walpole'],male,40
