Spring 2012,Reading & Composition:  Reading California,English R1B,The Devil's Punchbowl: A Cultural and Geographical Map of California Today,['Veronique De Turenne'],unknown,20,"Hausman,Blake"
Spring 2012,Reading & Composition:  Reading California,English R1B,The Life and Adventures of Joaquin Murieta,['John Rollin Ridge'],male,20,"Hausman,Blake"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Aristotle's Poetics,['Aristotle'],male,22,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,MLA Handbook for Writers of Research Papers,['Joseph Gibaldi'],male,22,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Shakespeare's Tragedies (ed. Bevington),['Kiernan Ryan'],unknown,22,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Oedipus Rex,['Sophocles'],male,22,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Laughter and Literature,English R1B,The Aztec Love God,['Tony Diaz'],unknown,23,"Huerta,Javier"
Spring 2012,Reading & Composition:  Reading California,English R1B,The Devil's Punchbowl: A Cultural and Geographical Map of California Today,['Veronique De Turenne'],unknown,24,"Hausman,Blake"
Spring 2012,Reading & Composition:  Reading California,English R1B,The Life and Adventures of Joaquin Murieta,['John Rollin Ridge'],male,24,"Hausman,Blake"
Spring 2012,Reading & Composition:  Paranoia,English R1B,Northanger Abbey,['Jane Austen'],female,25,"Ahmed,Adam"
Spring 2012,Reading & Composition:  Paranoia,English R1B,The Philip K. Dick Reader,['Philip K. Dick'],male,25,"Ahmed,Adam"
Spring 2012,Reading & Composition:  Paranoia,English R1B,The Trial,['Franz Kafka'],male,25,"Ahmed,Adam"
Spring 2012,Reading & Composition:  Paranoia,English R1B,The Crying of Lot 49,['Thomas Pynchon'],male,25,"Ahmed,Adam"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Aristotle's Poetics,['Aristotle'],male,26,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,MLA Handbook for Writers of Research Papers,['Joseph Gibaldi'],male,26,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Shakespeare's Tragedies (ed. Bevington),['Kiernan Ryan'],unknown,26,"Jordan,Joseph"
Spring 2012,Reading & Composition:  Shakespearean Tragedy,English R1B,Oedipus Rex,['Sophocles'],male,26,"Jordan,Joseph"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,Of Plymouth Plantation,['William Bradford'],male,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,"I, Tituba, Black Witch of Salem","['Maryse Condí©', 'Richard Philcox']",Multiple Authors,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,The Scarlet Letter,['Nathaniel Hawthorne'],male,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,The Crucible,['Arthur Miller'],male,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,The American Puritans: Their Prose and Poetry,['Perry Miller'],female,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,A Mercy,['Toni Morrison'],female,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,"Mayflower: A Story of Courage, Community, and War",['Nathaniel Philbrick'],male,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,The Sovereignty and Goodness of God,['Mary Rowlandson'],female,27,"Trocchio,Rachel"
Spring 2012,"Reading & Composition:  'They did not wear such hats'; or, Puritans in the New World",English R1B,The Wordy Shipmates,['Sarah Vowell'],female,27,"Trocchio,Rachel"
Spring 2012,Reading & Composition:  Reading California,English R1B,The Devil's Punchbowl: A Cultural and Geographical Map of California Today,['Veronique De Turenne'],unknown,28,"Hausman,Blake"
Spring 2012,Reading & Composition:  Reading California,English R1B,The Life and Adventures of Joaquin Murieta,['John Rollin Ridge'],male,28,"Hausman,Blake"
Spring 2012,Reading & Composition:  The Essay--Evidence and Idea,English R1B,The Wasteland,"['Thomas Stearns Eliot', 'Valerie Eliot']",Multiple Authors,29,"Speirs,Kenneth"
Spring 2012,Reading & Composition:  The Essay--Evidence and Idea,English R1B,Light in August,['William Faulkner'],male,29,"Speirs,Kenneth"
Spring 2012,Reading & Composition:  The Essay--Evidence and Idea,English R1B,Leaves of Grass,['Walt Whitman'],male,29,"Speirs,Kenneth"
Spring 2012,Freshman Seminar:  Bullets Across the Bay--Detective Narratives Set in San Francisco,English 24,The Maltese Falcon,['Dashiell Hammett'],male,1,"Hutson,Richard"
Spring 2012,Freshman Seminar:  Bullets Across the Bay--Detective Narratives Set in San Francisco,English 24,Murder Loves Company,['John Mersereau'],unknown,1,"Hutson,Richard"
Spring 2012,Freshman Seminar:  Bullets Across the Bay--Detective Narratives Set in San Francisco,English 24,Dead Midnight,['Marcia Muller'],male,1,"Hutson,Richard"
Spring 2012,Freshman Seminar:  Reading  Walden Carefully,English 24,Walden,['Henry David Thoreau'],male,2,"Breitwieser,Mitchell"
Spring 2012,Introduction to the Writing of Short Fiction,English 43A,The Best American Short Stories 2011,"['Geraldine Brooks', 'Heidi Pitlor']",Multiple Authors,1,"Chandra,Vikram"
Spring 2012,Literature in English:  Through Milton,English 45A,"The Canterbury Tales, ed. Jill Mann (Penguin)",['Geoffrey Chaucer'],male,2,"Thornbury,Emily"
Spring 2012,Literature in English:  Through Milton,English 45A,John Donne's Poetry (Norton edition),"['John Donne', 'Donald R. Dickson']",Multiple Authors,2,"Thornbury,Emily"
Spring 2012,Literature in English:  Through Milton,English 45A,Beowulf: A New Verse Translation (Bilingual Edition),['Seamus Heaney'],male,2,"Thornbury,Emily"
Spring 2012,Literature in English:  Through Milton,English 45A,"Doctor Faustus, ed. David Scott Kastan (Norton ed.)",['Downing Cless'],male,2,"Thornbury,Emily"
Spring 2012,Literature in English:  Through Milton,English 45A,"Paradise Lost, ed. Gordon Teskey (Norton ed.)","['John Milton', 'David Scott Kastan']",Multiple Authors,2,"Thornbury,Emily"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Persuasion,['Jane Austen'],female,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Robinson Crusoe,['Daniel Defoe'],male,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,The Interesting Narrative and Other Writings,['Olaudah Equiano'],male,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Autobiography,['Eric Gill'],male,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Billy Budd and Other Tales,['Herman Melville'],male,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Frankenstein,['Mary Shelley'],female,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,A Sentimental Journey,"['Laurence Sterne', 'Jane Austen']",Multiple Authors,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,The Penguin Book of Romantic Poetry,['Jonathan Wordsworth'],male,1,"Puckett,Kent"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Persuasion,['Jane Austen'],female,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Oroonoko and Other Writings,['Aphra Behn'],female,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Robinson Crusoe,['Daniel Defoe'],male,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Classic Slave Narratives,['Henry Louis Gates'],male,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Bartleby and Benito Cereno,['Herman Melville'],male,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,The Gold-Bug and Other Tales,['Edgar Allan Poe'],male,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,The Sovereignty and Goodness of God,['Mary Rowlandson'],female,2,"Duncan,Ian"
Spring 2012,Literature in English: Late 17th- Through Mid-19th Centuries,English 45B,Gulliver's Travels,['Jonathan Swift'],male,2,"Duncan,Ian"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,The Sound and the Fury,['William Faulkner'],male,1,"Snyder,Katherine"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,The Turn of the Screw,['Henry James'],male,1,"Snyder,Katherine"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,Passing,['Nella Larsen'],female,1,"Snyder,Katherine"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,Saturday,['Ian McEwan'],male,1,"Snyder,Katherine"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,The Crying of Lot 49,['Thomas Pynchon'],male,1,"Snyder,Katherine"
Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,Mrs. Dalloway,['Virginia Woolf'],male,1,"Snyder,Katherine"
