Spring 2012,Literature in English: Mid-19th Through the 20th Century,English 45C,2,"Blanton,C.",Mrs. Dalloway
Spring 2012,Sophomore Seminar:  Woody Allen,English 84,1,"Bader,Julia",The Insanity Defense: The Complete Prose
Spring 2012,History of the English Language,English 101,1,"Hanson,Kristin","The English Language:  A Linguistic History, 2nd ed."
Spring 2012,The English Bible as Literature,English C107,1,"Goldsmith,Steven",Genesis
Spring 2012,The English Bible as Literature,English C107,1,"Goldsmith,Steven",Oxford Dictionary of the Bible (paperback)
Spring 2012,Shakespeare:  Selected Plays,English 117S,1,"Knapp,Jeffrey",The Riverside Shakespeare (2nd ed.)
Spring 2012,Shakespeare:  Selected Plays,English 117S,1,"Knapp,Jeffrey",The Shakespearean Stage (3rd ed.)
Spring 2012,Milton,English 118,1,"Goodman,Kevis","The Complete Poetry and Essential Prose of John Milton (ed. Kerrigan, Rumrich, and Fallon)"
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna","Oroonoko, The Rover, and Other Works"
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna",Grace Abounding
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna",Robinson Crusoe
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna",Restoration and Eighteenth-Century Comedy
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna",Poetry and Prose of Alexander Pope
Spring 2012,Augustan Age: Literature of the Restoration and the Early 18th Century,English 119,1,"Picciotto,Joanna",The Writings of Jonathan Swift
Spring 2012,"The European Novel:  Tolstoy, Dostoevsky, and the English Novel",English 125C,1,"Paperno,Irina",Pride and Prejudice
Spring 2012,"The European Novel:  Tolstoy, Dostoevsky, and the English Novel",English 125C,1,"Paperno,Irina","The Idiot, trans. Constance Garnett"
Spring 2012,"The European Novel:  Tolstoy, Dostoevsky, and the English Novel",English 125C,1,"Paperno,Irina","Anna Karenina, the Maude translation"
Spring 2012,"The European Novel:  Tolstoy, Dostoevsky, and the English Novel",English 125C,1,"Paperno,Irina",Mrs. Dalloway
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",My Antonia
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Sound and the Fury
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Great Gatsby
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Sun Also Rises
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Autobiography of an Ex-Coloured Man
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",Passing
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",New Negro
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Heart is a Lonely Hunter
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",The Age of Innocence
Spring 2012,American Literature: 1900-1945,English 130D,1,"Carmody,Todd",Native Son
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Invisible Man
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Collected Poems
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Their Eyes Were Watching God
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Blues People
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Passing
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Collected Poems
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Beloved
Spring 2012,African American Literature and Culture Since 1917,English 133B,1,"Wagner,Bryan",Cane
